"INSTANCE_NUMBER","PROCESS","TIME"
1,5177,"09/05/2021 17:00"
1,5181,"09/05/2021 18:00"
2,5686,"09/05/2021 18:00"
2,5675,"09/05/2021 19:00"
1,5178,"09/05/2021 19:00"
1,5185,"09/05/2021 20:00"
2,5672,"09/05/2021 20:00"
1,5186,"09/05/2021 21:00"
2,5672,"09/05/2021 21:00"
2,5679,"09/05/2021 22:00"
1,5185,"09/05/2021 22:00"
2,5684,"09/05/2021 23:00"
1,5183,"09/05/2021 23:00"
2,5679,"10/05/2021 00:00"
1,5194,"10/05/2021 00:00"
2,5676,"10/05/2021 01:00"
1,5187,"10/05/2021 01:00"
2,5680,"10/05/2021 02:00"
1,5191,"10/05/2021 02:00"
2,5677,"10/05/2021 03:00"
1,5192,"10/05/2021 03:00"
2,5682,"10/05/2021 04:00"
1,5193,"10/05/2021 04:00"
1,5190,"10/05/2021 05:00"
2,5694,"10/05/2021 05:00"
2,5691,"10/05/2021 06:00"
1,5188,"10/05/2021 06:00"
1,5183,"10/05/2021 07:00"
2,5686,"10/05/2021 07:00"
2,5694,"10/05/2021 08:00"
1,5191,"10/05/2021 08:00"
2,5834,"10/05/2021 09:00"
1,5588,"10/05/2021 09:00"
2,5599,"10/05/2021 10:00"
1,5557,"10/05/2021 10:00"
1,5560,"10/05/2021 11:00"
2,5311,"10/05/2021 11:00"
2,5437,"10/05/2021 12:00"
1,5686,"10/05/2021 12:00"
2,5441,"10/05/2021 13:00"
1,5701,"10/05/2021 13:00"
2,5442,"10/05/2021 14:00"
1,5693,"10/05/2021 14:00"
2,5440,"10/05/2021 15:00"
1,5686,"10/05/2021 15:00"
2,5611,"10/05/2021 16:00"
1,5826,"10/05/2021 16:00"
2,5489,"10/05/2021 17:00"
1,5757,"10/05/2021 17:00"
2,5507,"10/05/2021 18:00"
1,5742,"10/05/2021 18:00"
2,5507,"10/05/2021 19:00"
1,5734,"10/05/2021 19:00"
1,5740,"10/05/2021 20:00"
2,5492,"10/05/2021 20:00"
2,5495,"10/05/2021 21:00"
1,5735,"10/05/2021 21:00"
2,5501,"10/05/2021 22:00"
1,5743,"10/05/2021 22:00"
2,5504,"10/05/2021 23:00"
1,5742,"10/05/2021 23:00"
2,5512,"11/05/2021 00:00"
1,5764,"11/05/2021 00:00"
2,5509,"11/05/2021 01:00"
1,5767,"11/05/2021 01:00"
2,5508,"11/05/2021 02:00"
1,5748,"11/05/2021 02:00"
2,5512,"11/05/2021 03:00"
1,5758,"11/05/2021 03:00"
2,5514,"11/05/2021 04:00"
1,5764,"11/05/2021 04:00"
2,5822,"11/05/2021 05:00"
1,5938,"11/05/2021 05:00"
1,6228,"11/05/2021 06:00"
2,5817,"11/05/2021 06:00"
2,5430,"11/05/2021 07:00"
1,5893,"11/05/2021 07:00"
2,5421,"11/05/2021 08:00"
1,5905,"11/05/2021 08:00"
2,5430,"11/05/2021 09:00"
1,5904,"11/05/2021 09:00"
2,5437,"11/05/2021 10:00"
1,5896,"11/05/2021 10:00"
2,5435,"11/05/2021 11:00"
1,6000,"11/05/2021 11:00"
1,5841,"11/05/2021 12:00"
2,5447,"11/05/2021 12:00"
2,5347,"11/05/2021 13:00"
1,5718,"11/05/2021 13:00"
2,5298,"11/05/2021 14:00"
1,5747,"11/05/2021 14:00"
1,5739,"11/05/2021 15:00"
2,5527,"11/05/2021 15:00"
2,5544,"11/05/2021 16:00"
1,5443,"11/05/2021 16:00"
1,5240,"11/05/2021 17:00"
2,5422,"11/05/2021 17:00"
1,5339,"11/05/2021 18:00"
2,5505,"11/05/2021 18:00"
2,5513,"11/05/2021 19:00"
1,5353,"11/05/2021 19:00"
2,5517,"11/05/2021 20:00"
1,5351,"11/05/2021 20:00"
1,5352,"11/05/2021 21:00"
2,5526,"11/05/2021 21:00"
2,5517,"11/05/2021 22:00"
1,5359,"11/05/2021 22:00"
2,5520,"11/05/2021 23:00"
1,5357,"11/05/2021 23:00"
2,5558,"12/05/2021 00:00"
1,5387,"12/05/2021 00:00"
2,5558,"12/05/2021 01:00"
1,5383,"12/05/2021 01:00"
2,5558,"12/05/2021 02:00"
1,5396,"12/05/2021 02:00"
1,5385,"12/05/2021 03:00"
2,5554,"12/05/2021 03:00"
2,5556,"12/05/2021 04:00"
1,5405,"12/05/2021 04:00"
2,5554,"12/05/2021 05:00"
1,5414,"12/05/2021 05:00"
1,5423,"12/05/2021 06:00"
2,5551,"12/05/2021 06:00"
2,5557,"12/05/2021 07:00"
1,5424,"12/05/2021 07:00"
2,5523,"12/05/2021 08:00"
1,5372,"12/05/2021 08:00"
1,5315,"12/05/2021 09:00"
2,5568,"12/05/2021 09:00"
2,5605,"12/05/2021 10:00"
1,5261,"12/05/2021 10:00"
2,5638,"12/05/2021 11:00"
1,5348,"12/05/2021 11:00"
1,5633,"12/05/2021 12:00"
2,5558,"12/05/2021 12:00"
2,5411,"12/05/2021 13:00"
1,5592,"12/05/2021 13:00"
1,5343,"12/05/2021 14:00"
2,5406,"12/05/2021 14:00"
2,5400,"12/05/2021 15:00"
1,5350,"12/05/2021 15:00"
1,5364,"12/05/2021 16:00"
2,5401,"12/05/2021 16:00"
2,5367,"12/05/2021 17:00"
1,5433,"12/05/2021 17:00"
2,5371,"12/05/2021 18:00"
1,5449,"12/05/2021 18:00"
2,5243,"12/05/2021 19:00"
1,5386,"12/05/2021 19:00"
2,5232,"12/05/2021 20:00"
1,5336,"12/05/2021 20:00"
2,5244,"12/05/2021 21:00"
1,5319,"12/05/2021 21:00"
1,5336,"12/05/2021 22:00"
2,5254,"12/05/2021 22:00"
2,5276,"12/05/2021 23:00"
1,5360,"12/05/2021 23:00"
2,5282,"13/05/2021 00:00"
1,5364,"13/05/2021 00:00"
2,5281,"13/05/2021 01:00"
1,5370,"13/05/2021 01:00"
2,5277,"13/05/2021 02:00"
1,5350,"13/05/2021 02:00"
2,5286,"13/05/2021 03:00"
1,5358,"13/05/2021 03:00"
1,5370,"13/05/2021 04:00"
2,5289,"13/05/2021 04:00"
2,5294,"13/05/2021 05:00"
1,5377,"13/05/2021 05:00"
2,5289,"13/05/2021 06:00"
1,5363,"13/05/2021 06:00"
1,5361,"13/05/2021 07:00"
2,5287,"13/05/2021 07:00"
2,5374,"13/05/2021 08:00"
1,5437,"13/05/2021 08:00"
2,5604,"13/05/2021 09:00"
1,5437,"13/05/2021 09:00"
1,5607,"13/05/2021 10:00"
2,5601,"13/05/2021 10:00"
2,5374,"13/05/2021 11:00"
1,5615,"13/05/2021 11:00"
1,5609,"13/05/2021 12:00"
2,5371,"13/05/2021 12:00"
1,5630,"13/05/2021 13:00"
2,5402,"13/05/2021 13:00"
1,5652,"13/05/2021 14:00"
2,5411,"13/05/2021 14:00"
2,5348,"13/05/2021 15:00"
1,5598,"13/05/2021 15:00"
1,5619,"13/05/2021 16:00"
2,5479,"13/05/2021 16:00"
2,5495,"13/05/2021 17:00"
1,5469,"13/05/2021 17:00"
2,5499,"13/05/2021 18:00"
1,5462,"13/05/2021 18:00"
1,5375,"13/05/2021 19:00"
2,5470,"13/05/2021 19:00"
2,5501,"13/05/2021 20:00"
1,5387,"13/05/2021 20:00"
2,5503,"13/05/2021 21:00"
1,5394,"13/05/2021 21:00"
1,5393,"13/05/2021 22:00"
2,5520,"13/05/2021 22:00"
2,5529,"13/05/2021 23:00"
1,5388,"13/05/2021 23:00"
2,5552,"14/05/2021 00:00"
1,5415,"14/05/2021 00:00"
2,5538,"14/05/2021 01:00"
1,5415,"14/05/2021 01:00"
2,5529,"14/05/2021 02:00"
1,5407,"14/05/2021 02:00"
2,5534,"14/05/2021 03:00"
1,5420,"14/05/2021 03:00"
1,5413,"14/05/2021 04:00"
2,5551,"14/05/2021 04:00"
2,5553,"14/05/2021 05:00"
1,5429,"14/05/2021 05:00"
2,5557,"14/05/2021 06:00"
1,5424,"14/05/2021 06:00"
1,5416,"14/05/2021 07:00"
2,5576,"14/05/2021 07:00"
1,5414,"14/05/2021 08:00"
2,5580,"14/05/2021 08:00"
2,5591,"14/05/2021 09:00"
1,5414,"14/05/2021 09:00"
1,5338,"14/05/2021 10:00"
2,5549,"14/05/2021 10:00"
2,5542,"14/05/2021 11:00"
1,5341,"14/05/2021 11:00"
1,5341,"14/05/2021 12:00"
2,5533,"14/05/2021 12:00"
1,5340,"14/05/2021 13:00"
2,5537,"14/05/2021 13:00"
1,5346,"14/05/2021 14:00"
2,5534,"14/05/2021 14:00"
2,5533,"14/05/2021 15:00"
1,5338,"14/05/2021 15:00"
1,5354,"14/05/2021 16:00"
2,5570,"14/05/2021 16:00"
2,5533,"14/05/2021 17:00"
1,5352,"14/05/2021 17:00"
2,5537,"14/05/2021 18:00"
1,5358,"14/05/2021 18:00"
1,5355,"14/05/2021 19:00"
2,5531,"14/05/2021 19:00"
2,5533,"14/05/2021 20:00"
1,5348,"14/05/2021 20:00"
2,5526,"14/05/2021 21:00"
1,5366,"14/05/2021 21:00"
1,5364,"14/05/2021 22:00"
2,5536,"14/05/2021 22:00"
1,5353,"14/05/2021 23:00"
2,5547,"14/05/2021 23:00"
2,5547,"15/05/2021 00:00"
1,5383,"15/05/2021 00:00"
1,5372,"15/05/2021 01:00"
2,5547,"15/05/2021 01:00"
2,5531,"15/05/2021 02:00"
1,5380,"15/05/2021 02:00"
1,5371,"15/05/2021 03:00"
2,5535,"15/05/2021 03:00"
2,5492,"15/05/2021 04:00"
1,5320,"15/05/2021 04:00"
1,5321,"15/05/2021 05:00"
2,5476,"15/05/2021 05:00"
2,5489,"15/05/2021 06:00"
1,5318,"15/05/2021 06:00"
2,5483,"15/05/2021 07:00"
1,5305,"15/05/2021 07:00"
2,5503,"15/05/2021 08:00"
1,5365,"15/05/2021 08:00"
2,5517,"15/05/2021 09:00"
1,5346,"15/05/2021 09:00"
2,5512,"15/05/2021 10:00"
1,5361,"15/05/2021 10:00"
2,5513,"15/05/2021 11:00"
1,5351,"15/05/2021 11:00"
2,5512,"15/05/2021 12:00"
1,5368,"15/05/2021 12:00"
2,5513,"15/05/2021 13:00"
1,5360,"15/05/2021 13:00"
2,5521,"15/05/2021 14:00"
1,5362,"15/05/2021 14:00"
1,5355,"15/05/2021 15:00"
2,5515,"15/05/2021 15:00"
2,5516,"15/05/2021 16:00"
1,5360,"15/05/2021 16:00"
1,5363,"15/05/2021 17:00"
2,5509,"15/05/2021 17:00"
2,5517,"15/05/2021 18:00"
1,5357,"15/05/2021 18:00"
1,5362,"15/05/2021 19:00"
2,5515,"15/05/2021 19:00"
1,5353,"15/05/2021 20:00"
2,5510,"15/05/2021 20:00"
2,5511,"15/05/2021 21:00"
1,5353,"15/05/2021 21:00"
2,5511,"15/05/2021 22:00"
1,5360,"15/05/2021 22:00"
1,5363,"15/05/2021 23:00"
2,5510,"15/05/2021 23:00"
2,5517,"16/05/2021 00:00"
1,5366,"16/05/2021 00:00"
1,5381,"16/05/2021 01:00"
2,5526,"16/05/2021 01:00"
1,5365,"16/05/2021 02:00"
2,5511,"16/05/2021 02:00"
2,5523,"16/05/2021 03:00"
1,5364,"16/05/2021 03:00"
1,5377,"16/05/2021 04:00"
2,5522,"16/05/2021 04:00"
1,5384,"16/05/2021 05:00"
2,5526,"16/05/2021 05:00"
1,5376,"16/05/2021 06:00"
2,5523,"16/05/2021 06:00"
2,5517,"16/05/2021 07:00"
1,5356,"16/05/2021 07:00"
2,5515,"16/05/2021 08:00"
1,5370,"16/05/2021 08:00"
2,5519,"16/05/2021 09:00"
1,5361,"16/05/2021 09:00"
2,5527,"16/05/2021 10:00"
1,5377,"16/05/2021 10:00"
2,5523,"16/05/2021 11:00"
1,5379,"16/05/2021 11:00"
2,5520,"16/05/2021 12:00"
1,5385,"16/05/2021 12:00"
1,5377,"16/05/2021 13:00"
2,5520,"16/05/2021 13:00"
2,5518,"16/05/2021 14:00"
1,5382,"16/05/2021 14:00"
1,5371,"16/05/2021 15:00"
2,5522,"16/05/2021 15:00"
2,5522,"16/05/2021 16:00"
1,5374,"16/05/2021 16:00"
2,5534,"16/05/2021 17:00"
1,5374,"16/05/2021 17:00"
2,5521,"16/05/2021 18:00"
1,5363,"16/05/2021 18:00"
1,5366,"16/05/2021 19:00"
2,5518,"16/05/2021 19:00"
2,5520,"16/05/2021 20:00"
1,5371,"16/05/2021 20:00"
2,5534,"16/05/2021 21:00"
1,5376,"16/05/2021 21:00"
2,5535,"16/05/2021 22:00"
1,5376,"16/05/2021 22:00"
2,5522,"16/05/2021 23:00"
1,5384,"16/05/2021 23:00"
1,5379,"17/05/2021 00:00"
2,5530,"17/05/2021 00:00"
1,5063,"17/05/2021 01:00"
2,5191,"17/05/2021 01:00"
2,5062,"17/05/2021 02:00"
1,5092,"17/05/2021 02:00"
1,5098,"17/05/2021 03:00"
2,5069,"17/05/2021 03:00"
2,5071,"17/05/2021 04:00"
1,5084,"17/05/2021 04:00"
2,5071,"17/05/2021 05:00"
1,5100,"17/05/2021 05:00"
2,5072,"17/05/2021 06:00"
1,5089,"17/05/2021 06:00"
2,5121,"17/05/2021 07:00"
1,5139,"17/05/2021 07:00"
2,5119,"17/05/2021 08:00"
1,5142,"17/05/2021 08:00"
2,5148,"17/05/2021 09:00"
1,5163,"17/05/2021 09:00"
2,5167,"17/05/2021 10:00"
1,5174,"17/05/2021 10:00"
2,5156,"17/05/2021 11:00"
1,5202,"17/05/2021 11:00"
1,5185,"17/05/2021 12:00"
2,5165,"17/05/2021 12:00"
2,5157,"17/05/2021 13:00"
1,5191,"17/05/2021 13:00"
2,5158,"17/05/2021 14:00"
1,5187,"17/05/2021 14:00"
1,5363,"17/05/2021 15:00"
2,5183,"17/05/2021 15:00"
2,5188,"17/05/2021 16:00"
1,5362,"17/05/2021 16:00"
2,5185,"17/05/2021 17:00"
1,5416,"17/05/2021 17:00"
1,5534,"17/05/2021 18:00"
2,5138,"17/05/2021 18:00"
2,5116,"17/05/2021 19:00"
1,5436,"17/05/2021 19:00"
1,5455,"17/05/2021 20:00"
2,5110,"17/05/2021 20:00"
1,5441,"17/05/2021 21:00"
2,5111,"17/05/2021 21:00"
1,5439,"17/05/2021 22:00"
2,5105,"17/05/2021 22:00"
2,5124,"17/05/2021 23:00"
1,5479,"17/05/2021 23:00"
2,5245,"18/05/2021 00:00"
1,5417,"18/05/2021 00:00"
2,5259,"18/05/2021 01:00"
1,5314,"18/05/2021 01:00"
1,5305,"18/05/2021 02:00"
2,5248,"18/05/2021 02:00"
1,5298,"18/05/2021 03:00"
2,5257,"18/05/2021 03:00"
1,5305,"18/05/2021 04:00"
2,5283,"18/05/2021 04:00"
2,5274,"18/05/2021 05:00"
1,5317,"18/05/2021 05:00"
1,5326,"18/05/2021 06:00"
2,5277,"18/05/2021 06:00"
2,5277,"18/05/2021 07:00"
1,5306,"18/05/2021 07:00"
1,5315,"18/05/2021 08:00"
2,5289,"18/05/2021 08:00"
1,5321,"18/05/2021 09:00"
2,5291,"18/05/2021 09:00"
2,5430,"18/05/2021 10:00"
1,5440,"18/05/2021 10:00"
2,5446,"18/05/2021 11:00"
1,5433,"18/05/2021 11:00"
2,5426,"18/05/2021 12:00"
1,5446,"18/05/2021 12:00"
2,5454,"18/05/2021 13:00"
1,5460,"18/05/2021 13:00"
2,5455,"18/05/2021 14:00"
1,5466,"18/05/2021 14:00"
1,6042,"18/05/2021 15:00"
2,6044,"18/05/2021 15:00"
2,5496,"18/05/2021 16:00"
1,5487,"18/05/2021 16:00"
2,5463,"18/05/2021 17:00"
1,5451,"18/05/2021 17:00"
2,5448,"18/05/2021 18:00"
1,5467,"18/05/2021 18:00"
2,5468,"18/05/2021 19:00"
1,5449,"18/05/2021 19:00"
2,5458,"18/05/2021 20:00"
1,5448,"18/05/2021 20:00"
1,5466,"18/05/2021 21:00"
2,5469,"18/05/2021 21:00"
2,5459,"18/05/2021 22:00"
1,5459,"18/05/2021 22:00"
2,5454,"18/05/2021 23:00"
1,5462,"18/05/2021 23:00"
1,5472,"19/05/2021 00:00"
2,5468,"19/05/2021 00:00"
2,5465,"19/05/2021 01:00"
1,5469,"19/05/2021 01:00"
2,5464,"19/05/2021 02:00"
1,5464,"19/05/2021 02:00"
1,5459,"19/05/2021 03:00"
2,5461,"19/05/2021 03:00"
2,5470,"19/05/2021 04:00"
1,5472,"19/05/2021 04:00"
1,5472,"19/05/2021 05:00"
2,5474,"19/05/2021 05:00"
1,5468,"19/05/2021 06:00"
2,5473,"19/05/2021 06:00"
1,5459,"19/05/2021 07:00"
2,5473,"19/05/2021 07:00"
2,5474,"19/05/2021 08:00"
1,5456,"19/05/2021 08:00"
2,5489,"19/05/2021 09:00"
1,5481,"19/05/2021 09:00"
2,5493,"19/05/2021 10:00"
1,5491,"19/05/2021 10:00"
2,5495,"19/05/2021 11:00"
1,5495,"19/05/2021 11:00"
1,5490,"19/05/2021 12:00"
2,5501,"19/05/2021 12:00"
2,5498,"19/05/2021 13:00"
1,5493,"19/05/2021 13:00"
2,5501,"19/05/2021 14:00"
1,5498,"19/05/2021 14:00"
1,5507,"19/05/2021 15:00"
2,5499,"19/05/2021 15:00"
1,5548,"19/05/2021 16:00"
2,5481,"19/05/2021 16:00"
2,5486,"19/05/2021 17:00"
1,5505,"19/05/2021 17:00"
1,5500,"19/05/2021 18:00"
2,5476,"19/05/2021 18:00"
2,5472,"19/05/2021 19:00"
1,5506,"19/05/2021 19:00"
2,5478,"19/05/2021 20:00"
1,5502,"19/05/2021 20:00"
1,5507,"19/05/2021 21:00"
2,5474,"19/05/2021 21:00"
2,5484,"19/05/2021 22:00"
1,5501,"19/05/2021 22:00"
2,5500,"19/05/2021 23:00"
1,5576,"19/05/2021 23:00"
2,5509,"20/05/2021 00:00"
1,5502,"20/05/2021 00:00"
2,5502,"20/05/2021 01:00"
1,5507,"20/05/2021 01:00"
2,5531,"20/05/2021 02:00"
1,5546,"20/05/2021 02:00"
1,5430,"20/05/2021 03:00"
2,5453,"20/05/2021 03:00"
2,5459,"20/05/2021 04:00"
1,5437,"20/05/2021 04:00"
2,5469,"20/05/2021 05:00"
1,5432,"20/05/2021 05:00"
2,5470,"20/05/2021 06:00"
1,5457,"20/05/2021 06:00"
1,5434,"20/05/2021 07:00"
2,5451,"20/05/2021 07:00"
2,5457,"20/05/2021 08:00"
1,5450,"20/05/2021 08:00"
1,5439,"20/05/2021 09:00"
2,5465,"20/05/2021 09:00"
2,5465,"20/05/2021 10:00"
1,5444,"20/05/2021 10:00"
1,5440,"20/05/2021 11:00"
2,5473,"20/05/2021 11:00"
1,5447,"20/05/2021 12:00"
2,5473,"20/05/2021 12:00"
2,5461,"20/05/2021 13:00"
1,5447,"20/05/2021 13:00"
2,5463,"20/05/2021 14:00"
1,5480,"20/05/2021 14:00"
2,5478,"20/05/2021 15:00"
1,5476,"20/05/2021 15:00"
2,5466,"20/05/2021 16:00"
1,5483,"20/05/2021 16:00"
2,5484,"20/05/2021 17:00"
1,5498,"20/05/2021 17:00"
1,5524,"20/05/2021 18:00"
2,5506,"20/05/2021 18:00"
2,5478,"20/05/2021 19:00"
1,5477,"20/05/2021 19:00"
2,5496,"20/05/2021 20:00"
1,5485,"20/05/2021 20:00"
1,5473,"20/05/2021 21:00"
2,5487,"20/05/2021 21:00"
2,5457,"20/05/2021 22:00"
1,5433,"20/05/2021 22:00"
2,5467,"20/05/2021 23:00"
1,5430,"20/05/2021 23:00"
1,5429,"21/05/2021 00:00"
2,5467,"21/05/2021 00:00"
2,5469,"21/05/2021 01:00"
1,5425,"21/05/2021 01:00"
1,5428,"21/05/2021 02:00"
2,5466,"21/05/2021 02:00"
1,5421,"21/05/2021 03:00"
2,5464,"21/05/2021 03:00"
1,5429,"21/05/2021 04:00"
2,5471,"21/05/2021 04:00"
2,5465,"21/05/2021 05:00"
1,5434,"21/05/2021 05:00"
2,5480,"21/05/2021 06:00"
1,5433,"21/05/2021 06:00"
2,5470,"21/05/2021 07:00"
1,5435,"21/05/2021 07:00"
2,5472,"21/05/2021 08:00"
1,5426,"21/05/2021 08:00"
1,5439,"21/05/2021 09:00"
2,5470,"21/05/2021 09:00"
2,5489,"21/05/2021 10:00"
1,5446,"21/05/2021 10:00"
1,5492,"21/05/2021 11:00"
2,5537,"21/05/2021 11:00"
2,5501,"21/05/2021 12:00"
1,5460,"21/05/2021 12:00"
2,5533,"21/05/2021 13:00"
1,5497,"21/05/2021 13:00"
2,5488,"21/05/2021 14:00"
1,5455,"21/05/2021 14:00"
1,5451,"21/05/2021 15:00"
2,5495,"21/05/2021 15:00"
1,5450,"21/05/2021 16:00"
2,5485,"21/05/2021 16:00"
2,5496,"21/05/2021 17:00"
1,5465,"21/05/2021 17:00"
2,5504,"21/05/2021 18:00"
1,5472,"21/05/2021 18:00"
2,5471,"21/05/2021 19:00"
1,5479,"21/05/2021 19:00"
2,5475,"21/05/2021 20:00"
1,5465,"21/05/2021 20:00"
2,5478,"21/05/2021 21:00"
1,5476,"21/05/2021 21:00"
2,5474,"21/05/2021 22:00"
1,5463,"21/05/2021 22:00"
1,5466,"21/05/2021 23:00"
2,5482,"21/05/2021 23:00"
2,5504,"22/05/2021 00:00"
1,5466,"22/05/2021 00:00"
1,5464,"22/05/2021 01:00"
2,5494,"22/05/2021 01:00"
2,5489,"22/05/2021 02:00"
1,5454,"22/05/2021 02:00"
2,5489,"22/05/2021 03:00"
1,5467,"22/05/2021 03:00"
2,5484,"22/05/2021 04:00"
1,5466,"22/05/2021 04:00"
1,5471,"22/05/2021 05:00"
2,5488,"22/05/2021 05:00"
2,5504,"22/05/2021 06:00"
1,5462,"22/05/2021 06:00"
1,5407,"22/05/2021 07:00"
2,5439,"22/05/2021 07:00"
2,5451,"22/05/2021 08:00"
1,5411,"22/05/2021 08:00"
1,5417,"22/05/2021 09:00"
2,5451,"22/05/2021 09:00"
2,5437,"22/05/2021 10:00"
1,5423,"22/05/2021 10:00"
1,5401,"22/05/2021 11:00"
2,5441,"22/05/2021 11:00"
1,5400,"22/05/2021 12:00"
2,5434,"22/05/2021 12:00"
1,5408,"22/05/2021 13:00"
2,5435,"22/05/2021 13:00"
2,5436,"22/05/2021 14:00"
1,5406,"22/05/2021 14:00"
2,5445,"22/05/2021 15:00"
1,5400,"22/05/2021 15:00"
2,5440,"22/05/2021 16:00"
1,5404,"22/05/2021 16:00"
1,5410,"22/05/2021 17:00"
2,5429,"22/05/2021 17:00"
1,5412,"22/05/2021 18:00"
2,5434,"22/05/2021 18:00"
2,5444,"22/05/2021 19:00"
1,5415,"22/05/2021 19:00"
2,5440,"22/05/2021 20:00"
1,5404,"22/05/2021 20:00"
2,5445,"22/05/2021 21:00"
1,5407,"22/05/2021 21:00"
1,5396,"22/05/2021 22:00"
2,5443,"22/05/2021 22:00"
2,5435,"22/05/2021 23:00"
1,5397,"22/05/2021 23:00"
1,5414,"23/05/2021 00:00"
2,5447,"23/05/2021 00:00"
2,5438,"23/05/2021 01:00"
1,5401,"23/05/2021 01:00"
2,5435,"23/05/2021 02:00"
1,5398,"23/05/2021 02:00"
1,5408,"23/05/2021 03:00"
2,5445,"23/05/2021 03:00"
2,5452,"23/05/2021 04:00"
1,5400,"23/05/2021 04:00"
1,5407,"23/05/2021 05:00"
2,5443,"23/05/2021 05:00"
1,5408,"23/05/2021 06:00"
2,5454,"23/05/2021 06:00"
1,5399,"23/05/2021 07:00"
2,5448,"23/05/2021 07:00"
2,5442,"23/05/2021 08:00"
1,5398,"23/05/2021 08:00"
1,5405,"23/05/2021 09:00"
2,5429,"23/05/2021 09:00"
2,5434,"23/05/2021 10:00"
1,5401,"23/05/2021 10:00"
2,5448,"23/05/2021 11:00"
1,5409,"23/05/2021 11:00"
1,5410,"23/05/2021 12:00"
2,5449,"23/05/2021 12:00"
2,5432,"23/05/2021 13:00"
1,5411,"23/05/2021 13:00"
2,5444,"23/05/2021 14:00"
1,5405,"23/05/2021 14:00"
1,5418,"23/05/2021 15:00"
2,5428,"23/05/2021 15:00"
2,5434,"23/05/2021 16:00"
1,5402,"23/05/2021 16:00"
2,5438,"23/05/2021 17:00"
1,5400,"23/05/2021 17:00"
1,5423,"23/05/2021 18:00"
2,5442,"23/05/2021 18:00"
2,5444,"23/05/2021 19:00"
1,5420,"23/05/2021 19:00"
2,5435,"23/05/2021 20:00"
1,5418,"23/05/2021 20:00"
1,5477,"23/05/2021 21:00"
2,5517,"23/05/2021 21:00"
2,5515,"23/05/2021 22:00"
1,5472,"23/05/2021 22:00"
1,5471,"23/05/2021 23:00"
2,5516,"23/05/2021 23:00"
1,5478,"24/05/2021 00:00"
2,5515,"24/05/2021 00:00"
1,5484,"24/05/2021 01:00"
2,5523,"24/05/2021 01:00"
2,5515,"24/05/2021 02:00"
1,5472,"24/05/2021 02:00"
2,5517,"24/05/2021 03:00"
1,5482,"24/05/2021 03:00"
2,5524,"24/05/2021 04:00"
1,5484,"24/05/2021 04:00"
2,5526,"24/05/2021 05:00"
1,5497,"24/05/2021 05:00"
1,5499,"24/05/2021 06:00"
2,5522,"24/05/2021 06:00"
2,5515,"24/05/2021 07:00"
1,5487,"24/05/2021 07:00"
1,5487,"24/05/2021 08:00"
2,5520,"24/05/2021 08:00"
1,5480,"24/05/2021 09:00"
2,5521,"24/05/2021 09:00"
2,5517,"24/05/2021 10:00"
1,5478,"24/05/2021 10:00"
2,5519,"24/05/2021 11:00"
1,5477,"24/05/2021 11:00"
1,5517,"24/05/2021 12:00"
2,5557,"24/05/2021 12:00"
1,5520,"24/05/2021 13:00"
2,5555,"24/05/2021 13:00"
2,5520,"24/05/2021 14:00"
1,5477,"24/05/2021 14:00"
1,5659,"24/05/2021 15:00"
2,5684,"24/05/2021 15:00"
2,5596,"24/05/2021 16:00"
1,5480,"24/05/2021 16:00"
2,5603,"24/05/2021 17:00"
1,5501,"24/05/2021 17:00"
1,5495,"24/05/2021 18:00"
2,5574,"24/05/2021 18:00"
2,5577,"24/05/2021 19:00"
1,5487,"24/05/2021 19:00"
1,5492,"24/05/2021 20:00"
2,5575,"24/05/2021 20:00"
1,5508,"24/05/2021 21:00"
2,5576,"24/05/2021 21:00"
1,5509,"24/05/2021 22:00"
2,5581,"24/05/2021 22:00"
2,5581,"24/05/2021 23:00"
1,5507,"24/05/2021 23:00"
1,5520,"25/05/2021 00:00"
2,5587,"25/05/2021 00:00"
2,5584,"25/05/2021 01:00"
1,5518,"25/05/2021 01:00"
1,5508,"25/05/2021 02:00"
2,5580,"25/05/2021 02:00"
1,5505,"25/05/2021 03:00"
2,5588,"25/05/2021 03:00"
1,5522,"25/05/2021 04:00"
2,5593,"25/05/2021 04:00"
2,5594,"25/05/2021 05:00"
1,5511,"25/05/2021 05:00"
2,5596,"25/05/2021 06:00"
1,5507,"25/05/2021 06:00"
2,5590,"25/05/2021 07:00"
1,5521,"25/05/2021 07:00"
2,5584,"25/05/2021 08:00"
1,5516,"25/05/2021 08:00"
1,5512,"25/05/2021 09:00"
2,5586,"25/05/2021 09:00"
2,5806,"25/05/2021 10:00"
1,5746,"25/05/2021 10:00"
2,5718,"25/05/2021 11:00"
1,5692,"25/05/2021 11:00"
2,5416,"25/05/2021 12:00"
1,5691,"25/05/2021 12:00"
2,5421,"25/05/2021 13:00"
1,5697,"25/05/2021 13:00"
2,5428,"25/05/2021 14:00"
1,5700,"25/05/2021 14:00"
1,5705,"25/05/2021 15:00"
2,5430,"25/05/2021 15:00"
2,5425,"25/05/2021 16:00"
1,5719,"25/05/2021 16:00"
2,5423,"25/05/2021 17:00"
1,5724,"25/05/2021 17:00"
1,5719,"25/05/2021 18:00"
2,5422,"25/05/2021 18:00"
1,5705,"25/05/2021 19:00"
2,5431,"25/05/2021 19:00"
2,5431,"25/05/2021 20:00"
1,5710,"25/05/2021 20:00"
1,5729,"25/05/2021 21:00"
