"INSTANCE_NUMBER","PROCESS","TIME"
1,5455,"11/06/2021 01:00"
1,5440,"11/06/2021 02:00"
2,5635,"11/06/2021 02:00"
1,5452,"11/06/2021 03:00"
2,5653,"11/06/2021 03:00"
2,5644,"11/06/2021 04:00"
1,5453,"11/06/2021 04:00"
2,5646,"11/06/2021 05:00"
1,5454,"11/06/2021 05:00"
2,5643,"11/06/2021 06:00"
1,5451,"11/06/2021 06:00"
2,5645,"11/06/2021 07:00"
1,5452,"11/06/2021 07:00"
1,5506,"11/06/2021 08:00"
2,5652,"11/06/2021 08:00"
2,5645,"11/06/2021 09:00"
1,5505,"11/06/2021 09:00"
1,5506,"11/06/2021 10:00"
2,5650,"11/06/2021 10:00"
1,5508,"11/06/2021 11:00"
2,5650,"11/06/2021 11:00"
1,5511,"11/06/2021 12:00"
2,5642,"11/06/2021 12:00"
2,5646,"11/06/2021 13:00"
1,5515,"11/06/2021 13:00"
2,6502,"11/06/2021 14:00"
1,6378,"11/06/2021 14:00"
2,5643,"11/06/2021 15:00"
1,5558,"11/06/2021 15:00"
2,5583,"11/06/2021 16:00"
1,5573,"11/06/2021 16:00"
1,5569,"11/06/2021 17:00"
2,5585,"11/06/2021 17:00"
2,5584,"11/06/2021 18:00"
1,5567,"11/06/2021 18:00"
2,5588,"11/06/2021 19:00"
1,5568,"11/06/2021 19:00"
1,5581,"11/06/2021 20:00"
2,5597,"11/06/2021 20:00"
2,5593,"11/06/2021 21:00"
1,5574,"11/06/2021 21:00"
2,5611,"11/06/2021 22:00"
1,5569,"11/06/2021 22:00"
1,5597,"11/06/2021 23:00"
2,5609,"11/06/2021 23:00"
2,5597,"12/06/2021 00:00"
1,5575,"12/06/2021 00:00"
2,5600,"12/06/2021 01:00"
1,5568,"12/06/2021 01:00"
1,5563,"12/06/2021 02:00"
2,5588,"12/06/2021 02:00"
1,5572,"12/06/2021 03:00"
2,5583,"12/06/2021 03:00"
2,5586,"12/06/2021 04:00"
1,5583,"12/06/2021 04:00"
1,5591,"12/06/2021 05:00"
2,5607,"12/06/2021 05:00"
2,5585,"12/06/2021 06:00"
1,5588,"12/06/2021 06:00"
1,5602,"12/06/2021 07:00"
2,5708,"12/06/2021 07:00"
1,5576,"12/06/2021 08:00"
2,5577,"12/06/2021 08:00"
2,5583,"12/06/2021 09:00"
1,5592,"12/06/2021 09:00"
2,5594,"12/06/2021 10:00"
1,5593,"12/06/2021 10:00"
1,5596,"12/06/2021 11:00"
2,5582,"12/06/2021 11:00"
2,5582,"12/06/2021 12:00"
1,5594,"12/06/2021 12:00"
2,5586,"12/06/2021 13:00"
1,5600,"12/06/2021 13:00"
1,5621,"12/06/2021 14:00"
2,5589,"12/06/2021 14:00"
2,5594,"12/06/2021 15:00"
1,5599,"12/06/2021 15:00"
1,5601,"12/06/2021 16:00"
2,5576,"12/06/2021 16:00"
1,5616,"12/06/2021 17:00"
2,5569,"12/06/2021 17:00"
1,5616,"12/06/2021 18:00"
2,5576,"12/06/2021 18:00"
2,5571,"12/06/2021 19:00"
1,5622,"12/06/2021 19:00"
1,5610,"12/06/2021 20:00"
2,5596,"12/06/2021 20:00"
2,5584,"12/06/2021 21:00"
1,5619,"12/06/2021 21:00"
2,5560,"12/06/2021 22:00"
1,5630,"12/06/2021 22:00"
1,5621,"12/06/2021 23:00"
2,5562,"12/06/2021 23:00"
1,5625,"13/06/2021 00:00"
2,5576,"13/06/2021 00:00"
2,5566,"13/06/2021 01:00"
1,5632,"13/06/2021 01:00"
1,5644,"13/06/2021 02:00"
2,5581,"13/06/2021 02:00"
2,5576,"13/06/2021 03:00"
1,5629,"13/06/2021 03:00"
2,5587,"13/06/2021 04:00"
1,5641,"13/06/2021 04:00"
1,5644,"13/06/2021 05:00"
2,5591,"13/06/2021 05:00"
2,5588,"13/06/2021 06:00"
1,5653,"13/06/2021 06:00"
2,5580,"13/06/2021 07:00"
1,5636,"13/06/2021 07:00"
2,5576,"13/06/2021 08:00"
1,5639,"13/06/2021 08:00"
2,5574,"13/06/2021 09:00"
1,5649,"13/06/2021 09:00"
2,5590,"13/06/2021 10:00"
1,5652,"13/06/2021 10:00"
2,5583,"13/06/2021 11:00"
1,5640,"13/06/2021 11:00"
1,5637,"13/06/2021 12:00"
2,5578,"13/06/2021 12:00"
2,5581,"13/06/2021 13:00"
1,5644,"13/06/2021 13:00"
1,5643,"13/06/2021 14:00"
2,5577,"13/06/2021 14:00"
2,5586,"13/06/2021 15:00"
1,5650,"13/06/2021 15:00"
2,5569,"13/06/2021 16:00"
1,5639,"13/06/2021 16:00"
2,5575,"13/06/2021 17:00"
1,5649,"13/06/2021 17:00"
2,5565,"13/06/2021 18:00"
1,5644,"13/06/2021 18:00"
2,5579,"13/06/2021 19:00"
1,5643,"13/06/2021 19:00"
2,5583,"13/06/2021 20:00"
1,5653,"13/06/2021 20:00"
1,5642,"13/06/2021 21:00"
2,5582,"13/06/2021 21:00"
2,5586,"13/06/2021 22:00"
1,5644,"13/06/2021 22:00"
2,5571,"13/06/2021 23:00"
1,5647,"13/06/2021 23:00"
2,5594,"14/06/2021 00:00"
1,5647,"14/06/2021 00:00"
2,5584,"14/06/2021 01:00"
1,5653,"14/06/2021 01:00"
2,5573,"14/06/2021 02:00"
1,5648,"14/06/2021 02:00"
2,5580,"14/06/2021 03:00"
1,5650,"14/06/2021 03:00"
2,5590,"14/06/2021 04:00"
1,5651,"14/06/2021 04:00"
2,5591,"14/06/2021 05:00"
1,5643,"14/06/2021 05:00"
1,5660,"14/06/2021 06:00"
2,5587,"14/06/2021 06:00"
2,5593,"14/06/2021 07:00"
1,5647,"14/06/2021 07:00"
1,5653,"14/06/2021 08:00"
2,5601,"14/06/2021 08:00"
2,5586,"14/06/2021 09:00"
1,5651,"14/06/2021 09:00"
2,6713,"14/06/2021 10:00"
1,415,"14/06/2021 11:00"
2,6419,"14/06/2021 11:00"
1,4656,"14/06/2021 11:00"
1,5073,"14/06/2021 12:00"
2,4777,"14/06/2021 12:00"
2,4695,"14/06/2021 13:00"
1,5102,"14/06/2021 13:00"
1,3656,"14/06/2021 14:00"
2,3933,"14/06/2021 14:00"
1,3664,"14/06/2021 15:00"
2,3949,"14/06/2021 15:00"
2,3969,"14/06/2021 16:00"
1,3667,"14/06/2021 16:00"
1,3660,"14/06/2021 17:00"
2,3967,"14/06/2021 17:00"
2,4076,"14/06/2021 18:00"
1,3980,"14/06/2021 18:00"
1,4098,"14/06/2021 19:00"
2,4035,"14/06/2021 19:00"
1,4165,"14/06/2021 20:00"
2,4022,"14/06/2021 20:00"
1,4027,"14/06/2021 21:00"
2,3870,"14/06/2021 21:00"
1,4116,"14/06/2021 22:00"
2,4084,"14/06/2021 22:00"
2,4072,"14/06/2021 23:00"
1,3939,"14/06/2021 23:00"
1,3923,"15/06/2021 00:00"
2,4079,"15/06/2021 00:00"
2,4079,"15/06/2021 01:00"
1,3923,"15/06/2021 01:00"
2,4089,"15/06/2021 02:00"
1,3903,"15/06/2021 02:00"
1,3926,"15/06/2021 03:00"
2,4083,"15/06/2021 03:00"
1,3967,"15/06/2021 04:00"
2,4033,"15/06/2021 04:00"
1,3980,"15/06/2021 05:00"
2,3956,"15/06/2021 05:00"
2,3951,"15/06/2021 06:00"
1,3976,"15/06/2021 06:00"
1,4002,"15/06/2021 07:00"
2,3982,"15/06/2021 07:00"
1,3996,"15/06/2021 08:00"
2,3972,"15/06/2021 08:00"
1,4019,"15/06/2021 09:00"
2,3975,"15/06/2021 09:00"
1,3999,"15/06/2021 10:00"
2,3978,"15/06/2021 10:00"
1,3811,"15/06/2021 11:00"
2,3773,"15/06/2021 11:00"
2,3764,"15/06/2021 12:00"
1,3785,"15/06/2021 12:00"
2,3804,"15/06/2021 13:00"
1,3832,"15/06/2021 13:00"
1,3844,"15/06/2021 14:00"
2,3821,"15/06/2021 14:00"
1,3914,"15/06/2021 15:00"
2,3893,"15/06/2021 15:00"
1,3951,"15/06/2021 16:00"
2,3960,"15/06/2021 16:00"
2,3977,"15/06/2021 17:00"
1,3973,"15/06/2021 17:00"
1,3948,"15/06/2021 18:00"
2,3977,"15/06/2021 18:00"
2,3966,"15/06/2021 19:00"
1,3949,"15/06/2021 19:00"
1,3983,"15/06/2021 20:00"
2,3992,"15/06/2021 20:00"
1,3963,"15/06/2021 21:00"
2,4043,"15/06/2021 21:00"
1,3933,"15/06/2021 22:00"
2,4276,"15/06/2021 22:00"
2,4268,"15/06/2021 23:00"
1,3739,"15/06/2021 23:00"
1,3788,"16/06/2021 00:00"
2,4240,"16/06/2021 00:00"
1,3833,"16/06/2021 01:00"
2,4241,"16/06/2021 01:00"
1,3814,"16/06/2021 02:00"
2,4219,"16/06/2021 02:00"
1,4022,"16/06/2021 03:00"
2,4190,"16/06/2021 03:00"
1,3839,"16/06/2021 04:00"
2,4230,"16/06/2021 04:00"
2,4212,"16/06/2021 05:00"
1,3830,"16/06/2021 05:00"
2,4202,"16/06/2021 06:00"
1,3829,"16/06/2021 06:00"
1,3821,"16/06/2021 07:00"
2,4189,"16/06/2021 07:00"
2,8392,"16/06/2021 08:00"
1,7648,"16/06/2021 08:00"
1,7666,"16/06/2021 09:00"
2,8410,"16/06/2021 09:00"
1,7678,"16/06/2021 10:00"
2,8402,"16/06/2021 10:00"
2,8416,"16/06/2021 11:00"
1,7660,"16/06/2021 11:00"
1,7644,"16/06/2021 12:00"
2,8420,"16/06/2021 12:00"
2,8422,"16/06/2021 13:00"
1,7798,"16/06/2021 13:00"
2,7574,"16/06/2021 14:00"
1,7704,"16/06/2021 14:00"
1,7684,"16/06/2021 15:00"
2,7562,"16/06/2021 15:00"
1,7712,"16/06/2021 16:00"
2,7582,"16/06/2021 16:00"
2,7586,"16/06/2021 17:00"
1,7676,"16/06/2021 17:00"
1,7744,"16/06/2021 18:00"
2,7586,"16/06/2021 18:00"
2,7652,"16/06/2021 19:00"
1,7770,"16/06/2021 19:00"
2,7636,"16/06/2021 20:00"
1,7666,"16/06/2021 20:00"
1,7678,"16/06/2021 21:00"
2,7794,"16/06/2021 21:00"
1,7666,"16/06/2021 22:00"
2,7660,"16/06/2021 22:00"
2,7642,"16/06/2021 23:00"
1,7650,"16/06/2021 23:00"
1,7634,"17/06/2021 00:00"
2,11162,"17/06/2021 00:00"
2,11890,"17/06/2021 01:00"
1,245,"17/06/2021 02:00"
2,4790,"17/06/2021 02:00"
1,3688,"17/06/2021 03:00"
1,6795,"17/06/2021 03:00"
1,6127,"17/06/2021 04:00"
2,572,"17/06/2021 05:00"
2,5646,"17/06/2021 05:00"
2,5841,"17/06/2021 06:00"
1,234,"17/06/2021 07:00"
1,2887,"17/06/2021 07:00"
2,5821,"17/06/2021 07:00"
1,2906,"17/06/2021 08:00"
2,2855,"17/06/2021 08:00"
1,3110,"17/06/2021 09:00"
2,2929,"17/06/2021 09:00"
1,3211,"17/06/2021 10:00"
2,2867,"17/06/2021 10:00"
1,3283,"17/06/2021 11:00"
2,2860,"17/06/2021 11:00"
1,3311,"17/06/2021 12:00"
2,2807,"17/06/2021 12:00"
1,3323,"17/06/2021 13:00"
2,2807,"17/06/2021 13:00"
1,3488,"17/06/2021 14:00"
2,2806,"17/06/2021 14:00"
2,2791,"17/06/2021 15:00"
1,3489,"17/06/2021 15:00"
1,3525,"17/06/2021 16:00"
2,2826,"17/06/2021 16:00"
2,2846,"17/06/2021 17:00"
1,3490,"17/06/2021 17:00"
2,2877,"17/06/2021 18:00"
1,3506,"17/06/2021 18:00"
1,3437,"17/06/2021 19:00"
2,2878,"17/06/2021 19:00"
1,3446,"17/06/2021 20:00"
2,2877,"17/06/2021 20:00"
2,2880,"17/06/2021 21:00"
1,3428,"17/06/2021 21:00"
1,3422,"17/06/2021 22:00"
2,2887,"17/06/2021 22:00"
1,3425,"17/06/2021 23:00"
2,2889,"17/06/2021 23:00"
1,3438,"18/06/2021 00:00"
2,2897,"18/06/2021 00:00"
1,3450,"18/06/2021 01:00"
2,3002,"18/06/2021 01:00"
1,3324,"18/06/2021 02:00"
2,3039,"18/06/2021 02:00"
1,3319,"18/06/2021 03:00"
2,3000,"18/06/2021 03:00"
2,2995,"18/06/2021 04:00"
1,3345,"18/06/2021 04:00"
2,2989,"18/06/2021 05:00"
1,3340,"18/06/2021 05:00"
2,2997,"18/06/2021 06:00"
1,3352,"18/06/2021 06:00"
1,3344,"18/06/2021 07:00"
2,3001,"18/06/2021 07:00"
1,3354,"18/06/2021 08:00"
2,2991,"18/06/2021 08:00"
1,3386,"18/06/2021 09:00"
2,3015,"18/06/2021 09:00"
1,3400,"18/06/2021 10:00"
2,3028,"18/06/2021 10:00"
1,3393,"18/06/2021 11:00"
2,3037,"18/06/2021 11:00"
1,3400,"18/06/2021 12:00"
2,3035,"18/06/2021 12:00"
2,3035,"18/06/2021 13:00"
1,3399,"18/06/2021 13:00"
1,3398,"18/06/2021 14:00"
2,3036,"18/06/2021 14:00"
2,3034,"18/06/2021 15:00"
1,3410,"18/06/2021 15:00"
1,3456,"18/06/2021 16:00"
2,3033,"18/06/2021 16:00"
2,3043,"18/06/2021 17:00"
1,3535,"18/06/2021 17:00"
1,3528,"18/06/2021 18:00"
2,2921,"18/06/2021 18:00"
2,2915,"18/06/2021 19:00"
1,3551,"18/06/2021 19:00"
1,3547,"18/06/2021 20:00"
2,2891,"18/06/2021 20:00"
2,2890,"18/06/2021 21:00"
1,3547,"18/06/2021 21:00"
1,3600,"18/06/2021 22:00"
2,2970,"18/06/2021 22:00"
1,3524,"18/06/2021 23:00"
2,2926,"18/06/2021 23:00"
2,2937,"19/06/2021 00:00"
1,3536,"19/06/2021 00:00"
1,3535,"19/06/2021 01:00"
2,2940,"19/06/2021 01:00"
1,3532,"19/06/2021 02:00"
2,2938,"19/06/2021 02:00"
1,3534,"19/06/2021 03:00"
2,2940,"19/06/2021 03:00"
2,2942,"19/06/2021 04:00"
1,3534,"19/06/2021 04:00"
1,3534,"19/06/2021 05:00"
2,2945,"19/06/2021 05:00"
1,3544,"19/06/2021 06:00"
2,2945,"19/06/2021 06:00"
1,3544,"19/06/2021 07:00"
2,2944,"19/06/2021 07:00"
1,3535,"19/06/2021 08:00"
2,2941,"19/06/2021 08:00"
2,2944,"19/06/2021 09:00"
1,3539,"19/06/2021 09:00"
1,3545,"19/06/2021 10:00"
2,2948,"19/06/2021 10:00"
1,3540,"19/06/2021 11:00"
2,2946,"19/06/2021 11:00"
1,3535,"19/06/2021 12:00"
2,2947,"19/06/2021 12:00"
1,3545,"19/06/2021 13:00"
2,2948,"19/06/2021 13:00"
1,3545,"19/06/2021 14:00"
2,2950,"19/06/2021 14:00"
1,3539,"19/06/2021 15:00"
2,2957,"19/06/2021 15:00"
2,2970,"19/06/2021 16:00"
1,3543,"19/06/2021 16:00"
1,3549,"19/06/2021 17:00"
2,2937,"19/06/2021 17:00"
1,3563,"19/06/2021 18:00"
2,2940,"19/06/2021 18:00"
1,3552,"19/06/2021 19:00"
2,2948,"19/06/2021 19:00"
1,3557,"19/06/2021 20:00"
2,2949,"19/06/2021 20:00"
1,3551,"19/06/2021 21:00"
2,2938,"19/06/2021 21:00"
1,3551,"19/06/2021 22:00"
2,2941,"19/06/2021 22:00"
1,3553,"19/06/2021 23:00"
2,2940,"19/06/2021 23:00"
1,3555,"20/06/2021 00:00"
2,2944,"20/06/2021 00:00"
1,3573,"20/06/2021 01:00"
2,2947,"20/06/2021 01:00"
1,3554,"20/06/2021 02:00"
2,2942,"20/06/2021 02:00"
1,3550,"20/06/2021 03:00"
2,2940,"20/06/2021 03:00"
1,3558,"20/06/2021 04:00"
2,2952,"20/06/2021 04:00"
2,2943,"20/06/2021 05:00"
1,3551,"20/06/2021 05:00"
1,3559,"20/06/2021 06:00"
2,2941,"20/06/2021 06:00"
1,3558,"20/06/2021 07:00"
2,2939,"20/06/2021 07:00"
2,2940,"20/06/2021 08:00"
1,3554,"20/06/2021 08:00"
1,3566,"20/06/2021 09:00"
2,2946,"20/06/2021 09:00"
1,3553,"20/06/2021 10:00"
2,2948,"20/06/2021 10:00"
1,3530,"20/06/2021 11:00"
2,2982,"20/06/2021 11:00"
1,3576,"20/06/2021 12:00"
2,3126,"20/06/2021 12:00"
1,3483,"20/06/2021 13:00"
2,3014,"20/06/2021 13:00"
2,3004,"20/06/2021 14:00"
1,3479,"20/06/2021 14:00"
1,3489,"20/06/2021 15:00"
2,3007,"20/06/2021 15:00"
2,3002,"20/06/2021 16:00"
1,3476,"20/06/2021 16:00"
1,3480,"20/06/2021 17:00"
2,3009,"20/06/2021 17:00"
2,3008,"20/06/2021 18:00"
1,3496,"20/06/2021 18:00"
1,3484,"20/06/2021 19:00"
2,3012,"20/06/2021 19:00"
1,3491,"20/06/2021 20:00"
2,3005,"20/06/2021 20:00"
1,3541,"20/06/2021 21:00"
2,3050,"20/06/2021 21:00"
1,3529,"20/06/2021 22:00"
2,3057,"20/06/2021 22:00"
1,3532,"20/06/2021 23:00"
2,3053,"20/06/2021 23:00"
2,3055,"21/06/2021 00:00"
1,3543,"21/06/2021 00:00"
2,3060,"21/06/2021 01:00"
1,3541,"21/06/2021 01:00"
1,3555,"21/06/2021 02:00"
2,3061,"21/06/2021 02:00"
1,3571,"21/06/2021 03:00"
2,3054,"21/06/2021 03:00"
1,3552,"21/06/2021 04:00"
2,3054,"21/06/2021 04:00"
2,3061,"21/06/2021 05:00"
1,3554,"21/06/2021 05:00"
1,3551,"21/06/2021 06:00"
2,3056,"21/06/2021 06:00"
1,3554,"21/06/2021 07:00"
2,3054,"21/06/2021 07:00"
2,3061,"21/06/2021 08:00"
1,3548,"21/06/2021 08:00"
1,3563,"21/06/2021 09:00"
2,3058,"21/06/2021 09:00"
2,3176,"21/06/2021 10:00"
1,3599,"21/06/2021 10:00"
1,3449,"21/06/2021 11:00"
2,3644,"21/06/2021 11:00"
1,3441,"21/06/2021 12:00"
2,3893,"21/06/2021 12:00"
1,3443,"21/06/2021 13:00"
2,3908,"21/06/2021 13:00"
1,3443,"21/06/2021 14:00"
2,3922,"21/06/2021 14:00"
1,3750,"21/06/2021 15:00"
2,3893,"21/06/2021 15:00"
2,4772,"21/06/2021 16:00"
1,4763,"21/06/2021 16:00"
1,4688,"21/06/2021 17:00"
2,4742,"21/06/2021 17:00"
1,4727,"21/06/2021 18:00"
2,4737,"21/06/2021 18:00"
1,4727,"21/06/2021 19:00"
2,4763,"21/06/2021 19:00"
1,4706,"21/06/2021 20:00"
2,4761,"21/06/2021 20:00"
2,4766,"21/06/2021 21:00"
1,4719,"21/06/2021 21:00"
2,4770,"21/06/2021 22:00"
1,4733,"21/06/2021 22:00"
2,4777,"21/06/2021 23:00"
1,4735,"21/06/2021 23:00"
1,4724,"22/06/2021 00:00"
2,4798,"22/06/2021 00:00"
2,4826,"22/06/2021 01:00"
1,4740,"22/06/2021 01:00"
1,4753,"22/06/2021 02:00"
2,4822,"22/06/2021 02:00"
2,4948,"22/06/2021 03:00"
1,4883,"22/06/2021 03:00"
1,4644,"22/06/2021 04:00"
2,5118,"22/06/2021 04:00"
1,4562,"22/06/2021 05:00"
2,5100,"22/06/2021 05:00"
2,5094,"22/06/2021 06:00"
1,4535,"22/06/2021 06:00"
1,4570,"22/06/2021 07:00"
2,5077,"22/06/2021 07:00"
1,4631,"22/06/2021 08:00"
2,5151,"22/06/2021 08:00"
1,4708,"22/06/2021 09:00"
2,5150,"22/06/2021 09:00"
1,4706,"22/06/2021 10:00"
2,5045,"22/06/2021 10:00"
1,4717,"22/06/2021 11:00"
2,5058,"22/06/2021 11:00"
2,5058,"22/06/2021 12:00"
1,4713,"22/06/2021 12:00"
1,4718,"22/06/2021 13:00"
2,5056,"22/06/2021 13:00"
2,5342,"22/06/2021 14:00"
1,4749,"22/06/2021 14:00"
1,4747,"22/06/2021 15:00"
2,5112,"22/06/2021 15:00"
1,4735,"22/06/2021 16:00"
2,5953,"22/06/2021 16:00"
1,5108,"22/06/2021 17:00"
2,5846,"22/06/2021 17:00"
1,4978,"22/06/2021 18:00"
2,4996,"22/06/2021 18:00"
2,4991,"22/06/2021 19:00"
1,4963,"22/06/2021 19:00"
1,5216,"22/06/2021 20:00"
2,5260,"22/06/2021 20:00"
1,5065,"22/06/2021 21:00"
2,4867,"22/06/2021 21:00"
1,5054,"22/06/2021 22:00"
2,4869,"22/06/2021 22:00"
1,5056,"22/06/2021 23:00"
2,4878,"22/06/2021 23:00"
2,4883,"23/06/2021 00:00"
1,5064,"23/06/2021 00:00"
2,4884,"23/06/2021 01:00"
1,5066,"23/06/2021 01:00"
2,4887,"23/06/2021 02:00"
1,5072,"23/06/2021 02:00"
1,5224,"23/06/2021 03:00"
2,5205,"23/06/2021 03:00"
1,4950,"23/06/2021 04:00"
2,5010,"23/06/2021 04:00"
1,4964,"23/06/2021 05:00"
2,5022,"23/06/2021 05:00"
1,4943,"23/06/2021 06:00"
2,5015,"23/06/2021 06:00"
2,5002,"23/06/2021 07:00"
1,4944,"23/06/2021 07:00"
2,5197,"23/06/2021 08:00"
1,5077,"23/06/2021 08:00"
2,5205,"23/06/2021 09:00"
1,5028,"23/06/2021 09:00"
1,5067,"23/06/2021 10:00"
2,5350,"23/06/2021 10:00"
1,4804,"23/06/2021 11:00"
2,5096,"23/06/2021 11:00"
2,4919,"23/06/2021 12:00"
1,4714,"23/06/2021 12:00"
1,6023,"23/06/2021 13:00"
2,6059,"23/06/2021 13:00"
2,6076,"23/06/2021 14:00"
1,6037,"23/06/2021 14:00"
1,6081,"23/06/2021 15:00"
2,6139,"23/06/2021 15:00"
1,6097,"23/06/2021 16:00"
2,6145,"23/06/2021 16:00"
2,6142,"23/06/2021 17:00"
1,6101,"23/06/2021 17:00"
1,6126,"23/06/2021 18:00"
2,6269,"23/06/2021 18:00"
1,5989,"23/06/2021 19:00"
2,6251,"23/06/2021 19:00"
2,6235,"23/06/2021 20:00"
1,5985,"23/06/2021 20:00"
1,5928,"23/06/2021 21:00"
2,6178,"23/06/2021 21:00"
1,5963,"23/06/2021 22:00"
2,6160,"23/06/2021 22:00"
1,5964,"23/06/2021 23:00"
2,6132,"23/06/2021 23:00"
1,5982,"24/06/2021 00:00"
2,6135,"24/06/2021 00:00"
2,6139,"24/06/2021 01:00"
1,5988,"24/06/2021 01:00"
1,5992,"24/06/2021 02:00"
2,6137,"24/06/2021 02:00"
1,5979,"24/06/2021 03:00"
2,6162,"24/06/2021 03:00"
2,6156,"24/06/2021 04:00"
1,5991,"24/06/2021 04:00"
1,5998,"24/06/2021 05:00"
2,6164,"24/06/2021 05:00"
2,6158,"24/06/2021 06:00"
1,6020,"24/06/2021 06:00"
1,6007,"24/06/2021 07:00"
2,6190,"24/06/2021 07:00"
1,6034,"24/06/2021 08:00"
2,6158,"24/06/2021 08:00"
1,6046,"24/06/2021 09:00"
2,6158,"24/06/2021 09:00"
1,6071,"24/06/2021 10:00"
2,6144,"24/06/2021 10:00"
1,6102,"24/06/2021 11:00"
2,6178,"24/06/2021 11:00"
2,6209,"24/06/2021 12:00"
1,6093,"24/06/2021 12:00"
1,6076,"24/06/2021 13:00"
2,6135,"24/06/2021 13:00"
2,6190,"24/06/2021 14:00"
1,6125,"24/06/2021 14:00"
1,6149,"24/06/2021 15:00"
2,6202,"24/06/2021 15:00"
1,6157,"24/06/2021 16:00"
2,6203,"24/06/2021 16:00"
2,6196,"24/06/2021 17:00"
1,6158,"24/06/2021 17:00"
1,6177,"24/06/2021 18:00"
2,6200,"24/06/2021 18:00"
1,6181,"24/06/2021 19:00"
2,6208,"24/06/2021 19:00"
2,6223,"24/06/2021 20:00"
1,6163,"24/06/2021 20:00"
1,6247,"24/06/2021 21:00"
2,6222,"24/06/2021 21:00"
1,6273,"24/06/2021 22:00"
2,6146,"24/06/2021 22:00"
1,6498,"24/06/2021 23:00"
2,6291,"24/06/2021 23:00"
1,6302,"25/06/2021 00:00"
2,6110,"25/06/2021 00:00"
2,6112,"25/06/2021 01:00"
1,6291,"25/06/2021 01:00"
1,6314,"25/06/2021 02:00"
2,6095,"25/06/2021 02:00"
1,6300,"25/06/2021 03:00"
2,6086,"25/06/2021 03:00"
1,6308,"25/06/2021 04:00"
2,6101,"25/06/2021 04:00"
1,6341,"25/06/2021 05:00"
2,6103,"25/06/2021 05:00"
2,6101,"25/06/2021 06:00"
1,6350,"25/06/2021 06:00"
2,6095,"25/06/2021 07:00"
1,6423,"25/06/2021 07:00"
1,6425,"25/06/2021 08:00"
2,6091,"25/06/2021 08:00"
1,6514,"25/06/2021 09:00"
2,6103,"25/06/2021 09:00"
1,6525,"25/06/2021 10:00"
2,6087,"25/06/2021 10:00"
1,6522,"25/06/2021 11:00"
2,6087,"25/06/2021 11:00"
1,6529,"25/06/2021 12:00"
2,6087,"25/06/2021 12:00"
1,6521,"25/06/2021 13:00"
2,6086,"25/06/2021 13:00"
1,6520,"25/06/2021 14:00"
2,6078,"25/06/2021 14:00"
1,6572,"25/06/2021 15:00"
2,6077,"25/06/2021 15:00"
1,6567,"25/06/2021 16:00"
2,6082,"25/06/2021 16:00"
1,6593,"25/06/2021 17:00"
2,6077,"25/06/2021 17:00"
2,6087,"25/06/2021 18:00"
1,6616,"25/06/2021 18:00"
1,6579,"25/06/2021 19:00"
2,6067,"25/06/2021 19:00"
1,6583,"25/06/2021 20:00"
2,6078,"25/06/2021 20:00"
2,6067,"25/06/2021 21:00"
1,6590,"25/06/2021 21:00"
1,6626,"25/06/2021 22:00"
2,6062,"25/06/2021 22:00"
1,6621,"25/06/2021 23:00"
2,6054,"25/06/2021 23:00"
1,6605,"26/06/2021 00:00"
2,6056,"26/06/2021 00:00"
2,6062,"26/06/2021 01:00"
1,6609,"26/06/2021 01:00"
1,6671,"26/06/2021 02:00"
2,6065,"26/06/2021 02:00"
1,6620,"26/06/2021 03:00"
2,6044,"26/06/2021 03:00"
1,6622,"26/06/2021 04:00"
2,6066,"26/06/2021 04:00"
1,6632,"26/06/2021 05:00"
2,6058,"26/06/2021 05:00"
2,6068,"26/06/2021 06:00"
1,6637,"26/06/2021 06:00"
1,6629,"26/06/2021 07:00"
2,6073,"26/06/2021 07:00"
2,6075,"26/06/2021 08:00"
1,6631,"26/06/2021 08:00"
1,6654,"26/06/2021 09:00"
2,6073,"26/06/2021 09:00"
1,6656,"26/06/2021 10:00"
2,6090,"26/06/2021 10:00"
2,6092,"26/06/2021 11:00"
1,6680,"26/06/2021 11:00"
1,6651,"26/06/2021 12:00"
2,6092,"26/06/2021 12:00"
2,6097,"26/06/2021 13:00"
1,6649,"26/06/2021 13:00"
1,6648,"26/06/2021 14:00"
2,6092,"26/06/2021 14:00"
1,6649,"26/06/2021 15:00"
2,6145,"26/06/2021 15:00"
2,6149,"26/06/2021 16:00"
1,6602,"26/06/2021 16:00"
1,6587,"26/06/2021 17:00"
2,6164,"26/06/2021 17:00"
1,6590,"26/06/2021 18:00"
2,6164,"26/06/2021 18:00"
1,6598,"26/06/2021 19:00"
2,6137,"26/06/2021 19:00"
1,6595,"26/06/2021 20:00"
2,6158,"26/06/2021 20:00"
2,6144,"26/06/2021 21:00"
1,6595,"26/06/2021 21:00"
1,6597,"26/06/2021 22:00"
2,6159,"26/06/2021 22:00"
2,6160,"26/06/2021 23:00"
1,6586,"26/06/2021 23:00"
1,6587,"27/06/2021 00:00"
2,6186,"27/06/2021 00:00"
1,6588,"27/06/2021 01:00"
2,6161,"27/06/2021 01:00"
1,6582,"27/06/2021 02:00"
2,6178,"27/06/2021 02:00"
1,6581,"27/06/2021 03:00"
2,6159,"27/06/2021 03:00"
2,6181,"27/06/2021 04:00"
1,6615,"27/06/2021 04:00"
2,6183,"27/06/2021 05:00"
1,6594,"27/06/2021 05:00"
1,6584,"27/06/2021 06:00"
