
"INSTANCE","DATETIME","DATA"
1,"06/01/2021 00:00",4364
1,"06/01/2021 01:00",4248
1,"06/01/2021 02:00",4026
1,"06/01/2021 03:00",3913
1,"06/01/2021 04:00",3846
1,"06/01/2021 05:01",3852
1,"06/01/2021 06:00",3745
1,"06/01/2021 07:00",3703
1,"06/01/2021 08:01",3603
1,"06/01/2021 09:00",3752
1,"06/01/2021 10:00",3733
1,"06/01/2021 11:01",3808
1,"06/01/2021 12:00",4040
1,"06/01/2021 13:00",4282
1,"06/01/2021 14:00",4476
1,"06/01/2021 15:01",4550
1,"06/01/2021 16:00",4649
1,"06/01/2021 17:00",4608
1,"06/01/2021 18:01",4480
1,"06/01/2021 19:00",4626
1,"06/01/2021 20:01",4616
1,"06/01/2021 21:01",4626
1,"06/01/2021 22:00",4634
1,"06/01/2021 23:01",4433
1,"07/01/2021 00:00",4366
1,"07/01/2021 01:00",4227
1,"07/01/2021 02:01",4019
1,"07/01/2021 03:00",3954
1,"07/01/2021 04:00",3875
1,"07/01/2021 05:01",3691
1,"07/01/2021 06:00",3729
1,"07/01/2021 07:00",3913
1,"07/01/2021 08:01",3610
1,"07/01/2021 09:00",3712
1,"07/01/2021 10:00",3737
1,"07/01/2021 11:01",3806
1,"07/01/2021 12:00",4076
1,"07/01/2021 13:00",4341
1,"07/01/2021 14:01",4446
1,"07/01/2021 15:00",4590
1,"07/01/2021 16:00",4555
1,"07/01/2021 17:00",4577
1,"07/01/2021 18:00",4591
1,"07/01/2021 19:00",4563
1,"07/01/2021 20:00",4575
1,"07/01/2021 21:00",4608
1,"07/01/2021 22:00",4639
1,"07/01/2021 23:01",4460
1,"08/01/2021 00:00",4417
1,"08/01/2021 01:00",4300
1,"08/01/2021 02:01",4059
1,"08/01/2021 03:00",3995
1,"08/01/2021 04:01",3862
1,"08/01/2021 05:01",3730
1,"08/01/2021 06:00",3787
1,"08/01/2021 07:01",3828
1,"08/01/2021 08:00",3908
1,"08/01/2021 09:00",3945
1,"08/01/2021 10:01",3902
1,"08/01/2021 11:00",4067
1,"08/01/2021 12:00",4167
1,"08/01/2021 13:01",4334
1,"08/01/2021 14:00",4520
1,"08/01/2021 15:00",4693
1,"08/01/2021 16:00",4719
1,"08/01/2021 17:01",4543
1,"08/01/2021 18:00",4620
1,"08/01/2021 19:00",4718
1,"08/01/2021 20:01",4622
1,"08/01/2021 21:00",4844
1,"08/01/2021 22:00",4717
1,"08/01/2021 23:00",4570
