INSTANCE,SQLID,DATETIME,BUFFERGETS,SQLRANK
1,"bpxhquwnjmnz6","06/10/2021 02:00",1020013367,2
1,"gpxnt5139dbgx","06/10/2021 02:00",838367583,3
1,"92z70vraqxtvc","06/10/2021 02:00",658378555,4
2,"92z70vraqxtvc","06/10/2021 02:00",492598005,5
2,"b8qkss3pzw8cq","06/10/2021 02:00",436903855,6
1,"83duzmcmjhs6b","06/10/2021 02:00",345186406,7
2,"gpxnt5139dbgx","06/10/2021 02:00",272928488,8
1,"34tfr5713cggd","06/10/2021 02:00",248530105,9
1,"fubwa2hzv4527","06/10/2021 02:00",220561860,10
2,"83duzmcmjhs6b","06/10/2021 03:00",3623279081,1
2,"92z70vraqxtvc","06/10/2021 03:00",831716005,2
1,"bpxhquwnjmnz6","06/10/2021 03:00",774099365,3
1,"83duzmcmjhs6b","06/10/2021 03:00",636038679,4
1,"b8qkss3pzw8cq","06/10/2021 03:00",436515362,5
1,"92z70vraqxtvc","06/10/2021 03:00",300813827,6
1,"gpxnt5139dbgx","06/10/2021 03:00",272228098,7
1,"fubwa2hzv4527","06/10/2021 03:00",201085976,8
2,"gdbcnz1n2r9nn","06/10/2021 03:00",188728021,9
2,"fubwa2hzv4527","06/10/2021 03:00",136616675,10
2,"bpxhquwnjmnz6","06/10/2021 04:00",3218120779,1
2,"83duzmcmjhs6b","06/10/2021 04:00",1551178130,2
2,"92z70vraqxtvc","06/10/2021 04:00",786351249,3
2,"b8qkss3pzw8cq","06/10/2021 04:00",437531724,4
1,"92z70vraqxtvc","06/10/2021 04:00",376596302,5
1,"gpxnt5139dbgx","06/10/2021 04:00",271715262,6
1,"34tfr5713cggd","06/10/2021 04:00",251887242,7
2,"gdbcnz1n2r9nn","06/10/2021 04:00",186730129,8
1,"fubwa2hzv4527","06/10/2021 04:00",186456803,9
2,"fubwa2hzv4527","06/10/2021 04:00",142377618,10
1,"bpxhquwnjmnz6","06/10/2021 05:00",1579194186,1
1,"83duzmcmjhs6b","06/10/2021 05:00",1357879707,2
1,"92z70vraqxtvc","06/10/2021 05:00",581800494,3
1,"gpxnt5139dbgx","06/10/2021 05:00",527072031,4
2,"b8qkss3pzw8cq","06/10/2021 05:00",436432306,5
2,"34tfr5713cggd","06/10/2021 05:00",249437016,6
1,"fubwa2hzv4527","06/10/2021 05:00",188053677,7
2,"fubwa2hzv4527","06/10/2021 05:00",148961553,8
1,"2mmbnawnjdmsh","06/10/2021 05:00",117480404,9
2,"gdbcnz1n2r9nn","06/10/2021 05:00",110348815,10
2,"83duzmcmjhs6b","06/10/2021 06:00",3526077988,1
2,"bpxhquwnjmnz6","06/10/2021 06:00",1189676190,2
1,"gpxnt5139dbgx","06/10/2021 06:00",1090672857,3
1,"83duzmcmjhs6b","06/10/2021 06:00",333685041,4
2,"34tfr5713cggd","06/10/2021 06:00",245030337,5
1,"fubwa2hzv4527","06/10/2021 06:00",188614701,6
1,"gdbcnz1n2r9nn","06/10/2021 06:00",178703833,7
1,"bfn63n483rcq2","06/10/2021 06:00",164489171,8
2,"fubwa2hzv4527","06/10/2021 06:00",140887884,9
1,"2mmbnawnjdmsh","06/10/2021 06:00",134957045,10
1,"bpxhquwnjmnz6","06/10/2021 07:00",2496949309,1
1,"92z70vraqxtvc","06/10/2021 07:00",684570813,2
2,"92z70vraqxtvc","06/10/2021 07:00",454007534,3
2,"b8qkss3pzw8cq","06/10/2021 07:00",436640184,4
1,"gpxnt5139dbgx","06/10/2021 07:00",278445184,5
1,"fubwa2hzv4527","06/10/2021 07:00",191757467,6
1,"gdbcnz1n2r9nn","06/10/2021 07:00",179804485,7
1,"bfn63n483rcq2","06/10/2021 07:00",147439693,8
2,"fubwa2hzv4527","06/10/2021 07:00",147315572,9
1,"2mmbnawnjdmsh","06/10/2021 07:00",115853517,10
2,"bpxhquwnjmnz6","06/10/2021 08:00",2711893414,1
1,"gpxnt5139dbgx","06/10/2021 08:00",1080039468,2
2,"92z70vraqxtvc","06/10/2021 08:00",799720717,3
1,"b8qkss3pzw8cq","06/10/2021 08:00",437158362,4
1,"83duzmcmjhs6b","06/10/2021 08:00",301526866,5
1,"fubwa2hzv4527","06/10/2021 08:00",194765735,6
1,"88s4u3ggr8x7r","06/10/2021 08:00",191332175,7
1,"bfn63n483rcq2","06/10/2021 08:00",154574828,8
2,"fubwa2hzv4527","06/10/2021 08:00",152665019,9
2,"gdbcnz1n2r9nn","06/10/2021 08:00",142043085,10
2,"83duzmcmjhs6b","06/10/2021 09:00",2120121957,1
1,"bpxhquwnjmnz6","06/10/2021 09:00",1942261067,2
1,"bpxhquwnjmnz6","06/10/2021 09:00",1737148564,3
2,"bpxhquwnjmnz6","06/10/2021 09:00",1587010929,4
1,"gpxnt5139dbgx","06/10/2021 09:00",800365819,5
1,"83duzmcmjhs6b","06/10/2021 09:00",777013676,6
2,"92z70vraqxtvc","06/10/2021 09:00",664775023,7
1,"92z70vraqxtvc","06/10/2021 09:00",492543908,8
1,"92z70vraqxtvc","06/10/2021 09:00",486147152,9
2,"92z70vraqxtvc","06/10/2021 09:00",447755928,10
1,"bpxhquwnjmnz6","06/10/2021 11:00",2848334049,1
2,"83duzmcmjhs6b","06/10/2021 11:00",2174393805,2
1,"gpxnt5139dbgx","06/10/2021 11:00",1342001746,3
1,"92z70vraqxtvc","06/10/2021 11:00",965717451,4
2,"34tfr5713cggd","06/10/2021 11:00",504192647,5
2,"b8qkss3pzw8cq","06/10/2021 11:00",437509624,6
1,"fubwa2hzv4527","06/10/2021 11:00",264601419,7
2,"44ptburrzh90b","06/10/2021 11:00",234293348,8
1,"44ptburrzh90b","06/10/2021 11:00",224991035,9
2,"fubwa2hzv4527","06/10/2021 11:00",188205095,10
2,"bpxhquwnjmnz6","06/10/2021 12:00",2199515498,1
2,"92z70vraqxtvc","06/10/2021 12:00",633638766,2
1,"92z70vraqxtvc","06/10/2021 12:00",518387694,3
1,"b8qkss3pzw8cq","06/10/2021 12:00",437315319,4
1,"gpxnt5139dbgx","06/10/2021 12:00",293796909,5
1,"34tfr5713cggd","06/10/2021 12:00",249849822,6
1,"fubwa2hzv4527","06/10/2021 12:00",233400645,7
2,"gdbcnz1n2r9nn","06/10/2021 12:00",180045274,8
1,"44ptburrzh90b","06/10/2021 12:00",177732000,9
2,"fubwa2hzv4527","06/10/2021 12:00",175715625,10
2,"83duzmcmjhs6b","06/10/2021 13:00",3134994319,1
1,"bpxhquwnjmnz6","06/10/2021 13:00",1708679989,2
1,"92z70vraqxtvc","06/10/2021 13:00",486391571,3
2,"b8qkss3pzw8cq","06/10/2021 13:00",437138414,4
1,"fubwa2hzv4527","06/10/2021 13:00",252668376,5
2,"fubwa2hzv4527","06/10/2021 13:00",183297614,6
1,"44ptburrzh90b","06/10/2021 13:00",178431060,7
1,"bfn63n483rcq2","06/10/2021 13:00",149719677,8
2,"gdbcnz1n2r9nn","06/10/2021 13:00",148634768,9
2,"44ptburrzh90b","06/10/2021 13:00",140287968,10
2,"bpxhquwnjmnz6","06/10/2021 14:00",2967936843,1
1,"bpxhquwnjmnz6","06/10/2021 14:00",1476694877,2
2,"92z70vraqxtvc","06/10/2021 14:00",812564462,3
1,"b8qkss3pzw8cq","06/10/2021 14:00",437783550,4
1,"fubwa2hzv4527","06/10/2021 14:00",268173550,5
1,"gpxnt5139dbgx","06/10/2021 14:00",252828380,6
1,"34tfr5713cggd","06/10/2021 14:00",248043145,7
1,"44ptburrzh90b","06/10/2021 14:00",212828287,8
2,"fubwa2hzv4527","06/10/2021 14:00",202463345,9
2,"gdbcnz1n2r9nn","06/10/2021 14:00",172936463,10
1,"83duzmcmjhs6b","06/10/2021 15:00",707615231,1
2,"92z70vraqxtvc","06/10/2021 15:00",690422741,2
1,"gpxnt5139dbgx","06/10/2021 15:00",564325305,3
2,"83duzmcmjhs6b","06/10/2021 15:00",538520824,4
1,"92z70vraqxtvc","06/10/2021 15:00",466660596,5
1,"b8qkss3pzw8cq","06/10/2021 15:00",438042388,6
1,"fubwa2hzv4527","06/10/2021 15:00",361293073,7
1,"44ptburrzh90b","06/10/2021 15:00",262492040,8
2,"34tfr5713cggd","06/10/2021 15:00",252365909,9
2,"fubwa2hzv4527","06/10/2021 15:00",244843270,10
1,"bpxhquwnjmnz6","06/10/2021 16:00",2397358540,1
2,"bpxhquwnjmnz6","06/10/2021 16:00",1995459065,2
1,"gpxnt5139dbgx","06/10/2021 16:00",1085080407,3
1,"92z70vraqxtvc","06/10/2021 16:00",760626881,4
1,"83duzmcmjhs6b","06/10/2021 16:00",536068179,5
1,"b8qkss3pzw8cq","06/10/2021 16:00",436911124,6
2,"83duzmcmjhs6b","06/10/2021 16:00",389105082,7
1,"fubwa2hzv4527","06/10/2021 16:00",203423299,8
1,"44ptburrzh90b","06/10/2021 16:00",196302503,9
2,"fubwa2hzv4527","06/10/2021 16:00",163491490,10
1,"83duzmcmjhs6b","06/10/2021 17:00",768860170,1
1,"92z70vraqxtvc","06/10/2021 17:00",601378332,2
2,"92z70vraqxtvc","06/10/2021 17:00",556872745,3
1,"gpxnt5139dbgx","06/10/2021 17:00",555574211,4
2,"b8qkss3pzw8cq","06/10/2021 17:00",437157951,5
1,"34tfr5713cggd","06/10/2021 17:00",246247241,6
1,"44ptburrzh90b","06/10/2021 17:00",235766749,7
1,"bq83hhrs0n6ju","06/10/2021 17:00",199109546,8
2,"44ptburrzh90b","06/10/2021 17:00",192405934,9
1,"60crdf74q2ygw","06/10/2021 17:00",192164001,10
1,"bpxhquwnjmnz6","06/10/2021 18:00",932343100,1
2,"92z70vraqxtvc","06/10/2021 18:00",863275683,2
1,"gpxnt5139dbgx","06/10/2021 18:00",543634722,3
2,"83duzmcmjhs6b","06/10/2021 18:00",507946235,4
1,"b8qkss3pzw8cq","06/10/2021 18:00",436982614,5
1,"bq83hhrs0n6ju","06/10/2021 18:00",235701905,6
1,"44ptburrzh90b","06/10/2021 18:00",234509220,7
1,"60crdf74q2ygw","06/10/2021 18:00",230735452,8
2,"44ptburrzh90b","06/10/2021 18:00",224100692,9
1,"fubwa2hzv4527","06/10/2021 18:00",199994993,10
1,"bpxhquwnjmnz6","06/10/2021 19:00",1567283030,1
1,"83duzmcmjhs6b","06/10/2021 19:00",588087340,2
1,"gpxnt5139dbgx","06/10/2021 19:00",520305656,3
2,"b8qkss3pzw8cq","06/10/2021 19:00",435069848,4
2,"83duzmcmjhs6b","06/10/2021 19:00",422460694,5
1,"bq83hhrs0n6ju","06/10/2021 19:00",422121560,6
1,"60crdf74q2ygw","06/10/2021 19:00",401114210,7
2,"bq83hhrs0n6ju","06/10/2021 19:00",332489678,8
2,"60crdf74q2ygw","06/10/2021 19:00",314730988,9
1,"fubwa2hzv4527","06/10/2021 19:00",292879579,10
2,"bpxhquwnjmnz6","06/10/2021 20:00",2831035498,1
2,"92z70vraqxtvc","06/10/2021 20:00",697376064,2
1,"bq83hhrs0n6ju","06/10/2021 20:00",449809341,3
1,"b8qkss3pzw8cq","06/10/2021 20:00",437768606,4
1,"60crdf74q2ygw","06/10/2021 20:00",431846456,5
1,"83duzmcmjhs6b","06/10/2021 20:00",400159719,6
2,"bq83hhrs0n6ju","06/10/2021 20:00",327710151,7
2,"60crdf74q2ygw","06/10/2021 20:00",315229864,8
2,"83duzmcmjhs6b","06/10/2021 20:00",298586695,9
1,"fubwa2hzv4527","06/10/2021 20:00",241459115,10
1,"gpxnt5139dbgx","06/10/2021 21:00",1055419924,1
1,"92z70vraqxtvc","06/10/2021 21:00",703958520,2
1,"83duzmcmjhs6b","06/10/2021 21:00",670086700,3
1,"bq83hhrs0n6ju","06/10/2021 21:00",625314392,4
1,"60crdf74q2ygw","06/10/2021 21:00",592752800,5
2,"bq83hhrs0n6ju","06/10/2021 21:00",493006001,6
2,"83duzmcmjhs6b","06/10/2021 21:00",481069544,7
2,"60crdf74q2ygw","06/10/2021 21:00",468107363,8
2,"92z70vraqxtvc","06/10/2021 21:00",441385656,9
1,"b8qkss3pzw8cq","06/10/2021 21:00",437428929,10
2,"bpxhquwnjmnz6","06/10/2021 22:00",2501709130,1
1,"bpxhquwnjmnz6","06/10/2021 22:00",2288816002,2
1,"gpxnt5139dbgx","06/10/2021 22:00",854752885,3
2,"92z70vraqxtvc","06/10/2021 22:00",607600943,4
1,"92z70vraqxtvc","06/10/2021 22:00",550375746,5
1,"83duzmcmjhs6b","06/10/2021 22:00",516510227,6
2,"83duzmcmjhs6b","06/10/2021 22:00",387370353,7
1,"34tfr5713cggd","06/10/2021 22:00",253465882,8
1,"bq83hhrs0n6ju","06/10/2021 22:00",248302798,9
1,"60crdf74q2ygw","06/10/2021 22:00",242374067,10
1,"bpxhquwnjmnz6","06/10/2021 23:00",1142570588,1
2,"92z70vraqxtvc","06/10/2021 23:00",703594045,2
1,"83duzmcmjhs6b","06/10/2021 23:00",562561748,3
1,"bq83hhrs0n6ju","06/10/2021 23:00",535619659,4
1,"60crdf74q2ygw","06/10/2021 23:00",509888645,5
2,"b8qkss3pzw8cq","06/10/2021 23:00",436447535,6
2,"bq83hhrs0n6ju","06/10/2021 23:00",379813842,7
2,"60crdf74q2ygw","06/10/2021 23:00",361277196,8
2,"6mcpb06rctk0x","06/10/2021 23:00",349135245,9
1,"gpxnt5139dbgx","06/10/2021 23:00",279158117,10
2,"bpxhquwnjmnz6","07/10/2021 00:00",2800226619,1
1,"gpxnt5139dbgx","07/10/2021 00:00",794834915,2
2,"92z70vraqxtvc","07/10/2021 00:00",594932708,3
1,"92z70vraqxtvc","07/10/2021 00:00",556279670,4
1,"83duzmcmjhs6b","07/10/2021 00:00",529222694,5
1,"b8qkss3pzw8cq","07/10/2021 00:00",437608848,6
2,"83duzmcmjhs6b","07/10/2021 00:00",385698090,7
2,"34tfr5713cggd","07/10/2021 00:00",234441152,8
2,"bq83hhrs0n6ju","07/10/2021 00:00",207177832,9
2,"60crdf74q2ygw","07/10/2021 00:00",197007369,10
1,"bpxhquwnjmnz6","07/10/2021 01:00",2609036575,1
1,"92z70vraqxtvc","07/10/2021 01:00",652298355,2
1,"83duzmcmjhs6b","07/10/2021 01:00",612940962,3
2,"92z70vraqxtvc","07/10/2021 01:00",499266810,4
2,"83duzmcmjhs6b","07/10/2021 01:00",448201106,5
2,"b8qkss3pzw8cq","07/10/2021 01:00",437773928,6
1,"gpxnt5139dbgx","07/10/2021 01:00",308531418,7
2,"34tfr5713cggd","07/10/2021 01:00",234507315,8
1,"fubwa2hzv4527","07/10/2021 01:00",174948831,9
2,"fubwa2hzv4527","07/10/2021 01:00",127568731,10
2,"bpxhquwnjmnz6","07/10/2021 02:00",2074002227,1
1,"83duzmcmjhs6b","07/10/2021 02:00",960410875,2
2,"83duzmcmjhs6b","07/10/2021 02:00",715294389,3
1,"92z70vraqxtvc","07/10/2021 02:00",505065519,4
1,"gpxnt5139dbgx","07/10/2021 02:00",277216833,5
2,"gdbcnz1n2r9nn","07/10/2021 02:00",174656664,6
1,"fubwa2hzv4527","07/10/2021 02:00",170080023,7
1,"bfn63n483rcq2","07/10/2021 02:00",146780096,8
2,"fubwa2hzv4527","07/10/2021 02:00",111787217,9
1,"4xn5k2whq6ru3","07/10/2021 02:00",110612404,10
1,"83duzmcmjhs6b","07/10/2021 03:00",1756618796,1
2,"83duzmcmjhs6b","07/10/2021 03:00",1313918669,2
1,"92z70vraqxtvc","07/10/2021 03:00",594453026,3
1,"bpxhquwnjmnz6","07/10/2021 03:00",587369855,4
2,"92z70vraqxtvc","07/10/2021 03:00",556603102,5
2,"bpxhquwnjmnz6","07/10/2021 03:00",547339769,6
2,"b8qkss3pzw8cq","07/10/2021 03:00",437503487,7
1,"fubwa2hzv4527","07/10/2021 03:00",133329889,8
1,"4xn5k2whq6ru3","07/10/2021 03:00",110948790,9
2,"fubwa2hzv4527","07/10/2021 03:00",108783224,10
2,"83duzmcmjhs6b","07/10/2021 04:00",1004258284,1
2,"92z70vraqxtvc","07/10/2021 04:00",696622504,2
1,"gpxnt5139dbgx","07/10/2021 04:00",558479106,3
2,"bpxhquwnjmnz6","07/10/2021 04:00",507456915,4
1,"92z70vraqxtvc","07/10/2021 04:00",447755141,5
1,"b8qkss3pzw8cq","07/10/2021 04:00",437357227,6
1,"bpxhquwnjmnz6","07/10/2021 04:00",281429215,7
1,"fubwa2hzv4527","07/10/2021 04:00",151436417,8
1,"2mmbnawnjdmsh","07/10/2021 04:00",144850126,9
2,"fubwa2hzv4527","07/10/2021 04:00",119338484,10
1,"83duzmcmjhs6b","07/10/2021 05:00",1050591034,1
1,"gpxnt5139dbgx","07/10/2021 05:00",801433410,2
2,"92z70vraqxtvc","07/10/2021 05:00",613918352,3
1,"92z70vraqxtvc","07/10/2021 05:00",531196059,4
2,"bpxhquwnjmnz6","07/10/2021 05:00",453657706,5
1,"b8qkss3pzw8cq","07/10/2021 05:00",437507373,6
1,"bpxhquwnjmnz6","07/10/2021 05:00",340912194,7
1,"fubwa2hzv4527","07/10/2021 05:00",150613399,8
1,"2mmbnawnjdmsh","07/10/2021 05:00",113748256,9
2,"fubwa2hzv4527","07/10/2021 05:00",112342780,10
1,"gpxnt5139dbgx","07/10/2021 06:00",1117027186,1
1,"83duzmcmjhs6b","07/10/2021 06:00",802658623,2
2,"92z70vraqxtvc","07/10/2021 06:00",601181520,3
2,"83duzmcmjhs6b","07/10/2021 06:00",584621714,4
1,"92z70vraqxtvc","07/10/2021 06:00",550177499,5
2,"bpxhquwnjmnz6","07/10/2021 06:00",488592840,6
1,"b8qkss3pzw8cq","07/10/2021 06:00",437682489,7
1,"bpxhquwnjmnz6","07/10/2021 06:00",309837338,8
1,"fubwa2hzv4527","07/10/2021 06:00",155551544,9
1,"2mmbnawnjdmsh","07/10/2021 06:00",137665717,10
1,"83duzmcmjhs6b","07/10/2021 07:00",662460767,1
2,"92z70vraqxtvc","07/10/2021 07:00",639542366,2
2,"bpxhquwnjmnz6","07/10/2021 07:00",544751870,3
2,"83duzmcmjhs6b","07/10/2021 07:00",491845246,4
1,"b8qkss3pzw8cq","07/10/2021 07:00",437568257,5
1,"gpxnt5139dbgx","07/10/2021 07:00",322367240,6
1,"bpxhquwnjmnz6","07/10/2021 07:00",301526877,7
1,"fubwa2hzv4527","07/10/2021 07:00",167073876,8
2,"fubwa2hzv4527","07/10/2021 07:00",117692434,9
1,"2mmbnawnjdmsh","07/10/2021 07:00",111936027,10
2,"92z70vraqxtvc","07/10/2021 08:00",767786806,1
1,"83duzmcmjhs6b","07/10/2021 08:00",568821681,2
2,"bpxhquwnjmnz6","07/10/2021 08:00",539937571,3
1,"gpxnt5139dbgx","07/10/2021 08:00",525322260,4
2,"83duzmcmjhs6b","07/10/2021 08:00",438708540,5
2,"b8qkss3pzw8cq","07/10/2021 08:00",436867605,6
1,"92z70vraqxtvc","07/10/2021 08:00",377392779,7
1,"bpxhquwnjmnz6","07/10/2021 08:00",241085609,8
1,"fubwa2hzv4527","07/10/2021 08:00",181937565,9
2,"fubwa2hzv4527","07/10/2021 08:00",139091061,10
2,"83duzmcmjhs6b","07/10/2021 09:00",580841378,1
1,"gpxnt5139dbgx","07/10/2021 09:00",559332436,2
1,"92z70vraqxtvc","07/10/2021 09:00",517843806,3
2,"bpxhquwnjmnz6","07/10/2021 09:00",453092288,4
2,"b8qkss3pzw8cq","07/10/2021 09:00",437843626,5
1,"bpxhquwnjmnz6","07/10/2021 09:00",356305307,6
1,"fubwa2hzv4527","07/10/2021 09:00",206991381,7
1,"44ptburrzh90b","07/10/2021 09:00",184032536,8
2,"fubwa2hzv4527","07/10/2021 09:00",154728938,9
1,"2mmbnawnjdmsh","07/10/2021 09:00",129045142,10
1,"gpxnt5139dbgx","07/10/2021 10:00",1114876306,1
1,"92z70vraqxtvc","07/10/2021 10:00",709265848,2
1,"83duzmcmjhs6b","07/10/2021 10:00",574174065,3
1,"bpxhquwnjmnz6","07/10/2021 10:00",502010584,4
2,"b8qkss3pzw8cq","07/10/2021 10:00",437403936,5
2,"92z70vraqxtvc","07/10/2021 10:00",434800388,6
2,"83duzmcmjhs6b","07/10/2021 10:00",427201499,7
2,"34tfr5713cggd","07/10/2021 10:00",396386000,8
2,"bpxhquwnjmnz6","07/10/2021 10:00",278997667,9
1,"44ptburrzh90b","07/10/2021 10:00",214631839,10
1,"83duzmcmjhs6b","07/10/2021 11:00",682970443,1
1,"92z70vraqxtvc","07/10/2021 11:00",633397070,2
1,"gpxnt5139dbgx","07/10/2021 11:00",610634336,3
2,"92z70vraqxtvc","07/10/2021 11:00",517795252,4
1,"bpxhquwnjmnz6","07/10/2021 11:00",507760061,5
2,"83duzmcmjhs6b","07/10/2021 11:00",500060897,6
1,"b8qkss3pzw8cq","07/10/2021 11:00",437657527,7
1,"34tfr5713cggd","07/10/2021 11:00",250687663,8
1,"fubwa2hzv4527","07/10/2021 11:00",221889610,9
1,"44ptburrzh90b","07/10/2021 11:00",209395900,10
2,"92z70vraqxtvc","07/10/2021 12:00",851214939,1
1,"83duzmcmjhs6b","07/10/2021 12:00",660813659,2
1,"gpxnt5139dbgx","07/10/2021 12:00",527593957,3
2,"bpxhquwnjmnz6","07/10/2021 12:00",513559861,4
2,"83duzmcmjhs6b","07/10/2021 12:00",488064014,5
1,"b8qkss3pzw8cq","07/10/2021 12:00",440425433,6
1,"bpxhquwnjmnz6","07/10/2021 12:00",335468063,7
1,"fubwa2hzv4527","07/10/2021 12:00",213986243,8
2,"fubwa2hzv4527","07/10/2021 12:00",156787237,9
1,"44ptburrzh90b","07/10/2021 12:00",139944498,10
1,"gpxnt5139dbgx","07/10/2021 13:00",1118511271,1
1,"92z70vraqxtvc","07/10/2021 13:00",799228817,2
1,"83duzmcmjhs6b","07/10/2021 13:00",631653192,3
1,"b8qkss3pzw8cq","07/10/2021 13:00",434735671,4
1,"bpxhquwnjmnz6","07/10/2021 13:00",420622869,5
2,"bpxhquwnjmnz6","07/10/2021 13:00",353094662,6
2,"92z70vraqxtvc","07/10/2021 13:00",345332005,7
1,"fubwa2hzv4527","07/10/2021 13:00",191118105,8
1,"44ptburrzh90b","07/10/2021 13:00",148444580,9
2,"fubwa2hzv4527","07/10/2021 13:00",145522549,10
1,"gpxnt5139dbgx","07/10/2021 14:00",848564412,1
2,"b8qkss3pzw8cq","07/10/2021 14:00",437230314,2
1,"83duzmcmjhs6b","07/10/2021 14:00",414013822,3
2,"92z70vraqxtvc","07/10/2021 14:00",409672823,4
2,"bpxhquwnjmnz6","07/10/2021 14:00",345336110,5
2,"83duzmcmjhs6b","07/10/2021 14:00",294308574,6
1,"fubwa2hzv4527","07/10/2021 14:00",260399971,7
2,"fubwa2hzv4527","07/10/2021 14:00",188884014,8
2,"34tfr5713cggd","07/10/2021 14:00",145517646,9
1,"44ptburrzh90b","07/10/2021 14:00",134007243,10
1,"gpxnt5139dbgx","07/10/2021 15:00",1144023297,1
1,"92z70vraqxtvc","07/10/2021 15:00",780486312,2
1,"83duzmcmjhs6b","07/10/2021 15:00",773764236,3
2,"83duzmcmjhs6b","07/10/2021 15:00",578994502,4
1,"bpxhquwnjmnz6","07/10/2021 15:00",555043857,5
1,"b8qkss3pzw8cq","07/10/2021 15:00",437827004,6
1,"fubwa2hzv4527","07/10/2021 15:00",296119422,7
2,"bpxhquwnjmnz6","07/10/2021 15:00",292734834,8
2,"fubwa2hzv4527","07/10/2021 15:00",232104072,9
1,"44ptburrzh90b","07/10/2021 15:00",210196904,10
1,"92z70vraqxtvc","07/10/2021 16:00",895664918,1
1,"gpxnt5139dbgx","07/10/2021 16:00",827837176,2
1,"bpxhquwnjmnz6","07/10/2021 16:00",538231806,3
1,"b8qkss3pzw8cq","07/10/2021 16:00",437535430,4
2,"83duzmcmjhs6b","07/10/2021 16:00",429393305,5
1,"fubwa2hzv4527","07/10/2021 16:00",255990326,6
2,"bpxhquwnjmnz6","07/10/2021 16:00",208773505,7
2,"fubwa2hzv4527","07/10/2021 16:00",208750343,8
1,"0s4tuzkcn5v3p","07/10/2021 16:00",199992335,9
1,"44ptburrzh90b","07/10/2021 16:00",182780021,10
1,"gpxnt5139dbgx","07/10/2021 17:00",908622238,1
1,"92z70vraqxtvc","07/10/2021 17:00",767514491,2
1,"83duzmcmjhs6b","07/10/2021 17:00",630236120,3
1,"bpxhquwnjmnz6","07/10/2021 17:00",527879855,4
2,"83duzmcmjhs6b","07/10/2021 17:00",467701177,5
2,"b8qkss3pzw8cq","07/10/2021 17:00",437684669,6
2,"bpxhquwnjmnz6","07/10/2021 17:00",317680355,7
1,"fubwa2hzv4527","07/10/2021 17:00",303767217,8
1,"bq83hhrs0n6ju","07/10/2021 17:00",268110717,9
1,"60crdf74q2ygw","07/10/2021 17:00",265647158,10
1,"83duzmcmjhs6b","07/10/2021 18:00",551790160,1
2,"bpxhquwnjmnz6","07/10/2021 18:00",440092162,2
1,"b8qkss3pzw8cq","07/10/2021 18:00",437687635,3
2,"83duzmcmjhs6b","07/10/2021 18:00",416669156,4
1,"bpxhquwnjmnz6","07/10/2021 18:00",326555139,5
1,"fubwa2hzv4527","07/10/2021 18:00",303409926,6
1,"44ptburrzh90b","07/10/2021 18:00",233933295,7
2,"fubwa2hzv4527","07/10/2021 18:00",224835354,8
1,"60crdf74q2ygw","07/10/2021 18:00",181230845,9
1,"0s4tuzkcn5v3p","07/10/2021 18:00",181038219,10
2,"92z70vraqxtvc","07/10/2021 19:00",741884379,1
1,"83duzmcmjhs6b","07/10/2021 19:00",639428363,2
2,"83duzmcmjhs6b","07/10/2021 19:00",458217354,3
2,"bpxhquwnjmnz6","07/10/2021 19:00",455608481,4
2,"b8qkss3pzw8cq","07/10/2021 19:00",437991360,5
1,"bpxhquwnjmnz6","07/10/2021 19:00",364931345,6
1,"fubwa2hzv4527","07/10/2021 19:00",246356842,7
2,"fubwa2hzv4527","07/10/2021 19:00",182321091,8
1,"0s4tuzkcn5v3p","07/10/2021 19:00",177250888,9
1,"44ptburrzh90b","07/10/2021 19:00",176807480,10
2,"92z70vraqxtvc","07/10/2021 20:00",843634104,1
1,"83duzmcmjhs6b","07/10/2021 20:00",636621576,2
2,"bpxhquwnjmnz6","07/10/2021 20:00",563188669,3
2,"83duzmcmjhs6b","07/10/2021 20:00",476005880,4
2,"b8qkss3pzw8cq","07/10/2021 20:00",437916706,5
1,"gpxnt5139dbgx","07/10/2021 20:00",283682196,6
1,"bpxhquwnjmnz6","07/10/2021 20:00",275300380,7
1,"fubwa2hzv4527","07/10/2021 20:00",254862633,8
1,"bq83hhrs0n6ju","07/10/2021 20:00",195660207,9
1,"60crdf74q2ygw","07/10/2021 20:00",194207516,10
1,"gpxnt5139dbgx","07/10/2021 21:00",807843605,1
1,"83duzmcmjhs6b","07/10/2021 21:00",655138081,2
2,"92z70vraqxtvc","07/10/2021 21:00",607443993,3
1,"92z70vraqxtvc","07/10/2021 21:00",544019413,4
2,"83duzmcmjhs6b","07/10/2021 21:00",474840885,5
2,"bpxhquwnjmnz6","07/10/2021 21:00",390272017,6
1,"bpxhquwnjmnz6","07/10/2021 21:00",379469599,7
1,"0s4tuzkcn5v3p","07/10/2021 21:00",184045987,8
2,"fubwa2hzv4527","07/10/2021 21:00",182321260,9
1,"bq83hhrs0n6ju","07/10/2021 21:00",155487431,10
1,"gpxnt5139dbgx","07/10/2021 22:00",1138822093,1
1,"83duzmcmjhs6b","07/10/2021 22:00",613899283,2
2,"83duzmcmjhs6b","07/10/2021 22:00",459806713,3
2,"b8qkss3pzw8cq","07/10/2021 22:00",438415588,4
1,"bpxhquwnjmnz6","07/10/2021 22:00",432203042,5
1,"fubwa2hzv4527","07/10/2021 22:00",235120113,6
2,"fubwa2hzv4527","07/10/2021 22:00",197363077,7
1,"bq83hhrs0n6ju","07/10/2021 22:00",167484473,8
