AWRDATE,OBJECT,VALUE,RANK
"27/09/2021 08:00","SUBSCRIPTION_IMSI_IDX","117038932960",9
"27/09/2021 08:00","CUSTOMER_PK","105735191232",10
"27/09/2021 09:00","SUBSCRIPTION_CONSUMPTION_PK","5773991186976",1
"27/09/2021 09:00","SUBSCRIPTION","3030350181232",2
"27/09/2021 09:00","SUBSCRIPTION_PRESENCE_LOCATION","391909361392",3
"27/09/2021 09:00","HISTO_GPRS_09","316695664032",4
"27/09/2021 09:00","SUBSCRIPTION_MRNUMBER_IDX","241665467904",5
"27/09/2021 09:00","PREINVENTORY","202065149056",6
"27/09/2021 09:00","POOL_CDR","168692386656",7
"27/09/2021 09:00","SUBS_PRESENCE_LOCATION_PK","141158302816",8
"27/09/2021 09:00","SUBSCRIPTION_IMSI_IDX","117121938800",9
"27/09/2021 09:00","CUSTOMER_PK","105815631744",10
"27/09/2021 10:00","SUBSCRIPTION_CONSUMPTION_PK","5775071120656",1
"27/09/2021 10:00","SUBSCRIPTION","3032900568864",2
"27/09/2021 10:00","SUBSCRIPTION_PRESENCE_LOCATION","392360683136",3
"27/09/2021 10:00","HISTO_GPRS_09","304743413776",4
"27/09/2021 10:00","SUBSCRIPTION_MRNUMBER_IDX","242094826160",5
"27/09/2021 10:00","PREINVENTORY","202142823072",6
"27/09/2021 10:00","POOL_CDR","178240817952",7
"27/09/2021 10:00","SUBS_PRESENCE_LOCATION_PK","141265854080",8
"27/09/2021 10:00","SUBSCRIPTION_IMSI_IDX","117207805968",9
"27/09/2021 10:00","CUSTOMER_PK","105896054720",10
"27/09/2021 11:00","SUBSCRIPTION_CONSUMPTION_PK","5776170385776",1
"27/09/2021 11:00","SUBSCRIPTION","3035738467008",2
"27/09/2021 11:00","SUBSCRIPTION_PRESENCE_LOCATION","392781360912",3
"27/09/2021 11:00","HISTO_GPRS_09","303104095296",4
"27/09/2021 11:00","SUBSCRIPTION_MRNUMBER_IDX","242473141520",5
"27/09/2021 11:00","PREINVENTORY","202217282624",6
"27/09/2021 11:00","POOL_CDR","159740710032",7
"27/09/2021 11:00","SUBS_PRESENCE_LOCATION_PK","141374764288",8
"27/09/2021 11:00","SUBSCRIPTION_IMSI_IDX","117295318640",9
"27/09/2021 11:00","CUSTOMER_PK","105975234048",10
"27/09/2021 12:00","SUBSCRIPTION_CONSUMPTION_PK","5777269020208",1
"27/09/2021 12:00","SUBSCRIPTION","3038453397536",2
"27/09/2021 12:00","SUBSCRIPTION_PRESENCE_LOCATION","393228628976",3
"27/09/2021 12:00","HISTO_GPRS_09","304370867104",4
"27/09/2021 12:00","SUBSCRIPTION_MRNUMBER_IDX","242870088816",5
"27/09/2021 12:00","PREINVENTORY","202282862784",6
"27/09/2021 12:00","POOL_CDR","160006107360",7
"27/09/2021 12:00","SUBS_PRESENCE_LOCATION_PK","141481861728",8
"27/09/2021 12:00","SUBSCRIPTION_IMSI_IDX","117390634096",9
"27/09/2021 12:00","CUSTOMER_PK","106055844672",10
"27/09/2021 13:00","SUBSCRIPTION_CONSUMPTION_PK","5778375180768",1
"27/09/2021 13:00","SUBSCRIPTION","3041740178704",2
"27/09/2021 13:00","SUBSCRIPTION_PRESENCE_LOCATION","393693380832",3
"27/09/2021 13:00","HISTO_GPRS_09","320745127008",4
"27/09/2021 13:00","SUBSCRIPTION_MRNUMBER_IDX","243283950960",5
"27/09/2021 13:00","POOL_CDR","169605879472",6
"27/09/2021 13:00","SUBS_PRESENCE_LOCATION_PK","141595714240",7
"27/09/2021 13:00","SUBSCRIPTION_IMSI_IDX","117496118272",8
"27/09/2021 13:00","CUSTOMER_PK","106139628032",9
"27/09/2021 13:00","SUBSCRIPTION_CONSUMPTION","98939964976",10
"27/09/2021 14:00","SUBSCRIPTION_CONSUMPTION_PK","5779612669792",1
"27/09/2021 14:00","SUBSCRIPTION_CONSUMPTION_PK","5779436619344",2
"27/09/2021 14:00","SUBSCRIPTION","3045457036624",3
"27/09/2021 14:00","SUBSCRIPTION","3044945697744",4
"27/09/2021 14:00","POOL_CDR","472248317248",5
"27/09/2021 14:00","SUBSCRIPTION_PRESENCE_LOCATION","394204915632",6
"27/09/2021 14:00","SUBSCRIPTION_PRESENCE_LOCATION","394143223056",7
"27/09/2021 14:00","HISTO_GPRS_09","300971659888",8
"27/09/2021 14:00","HISTO_GPRS_09","275551568608",9
"27/09/2021 14:00","SUBSCRIPTION_MRNUMBER_IDX","243861405488",10
